Date,realCorr_0.05,realCorr_0.1,realCorr_0.15,realCorr_0.2,realCorr_0.25,realCorr_0.3,realCorr_0.35
2000-01-03,0.0897258884444,0.0897258884444,0.095819397052,0.0530514265154,0.0533223306972,0.116940906984,0.130246249527
2000-01-04,0.113532835232,0.113532835232,0.119626510662,0.0499974782922,0.0528462261574,0.116412909347,0.12955077718
2000-01-05,0.112130260827,0.112130260827,0.118597588512,0.0563422810706,0.0523701215556,0.115884911641,0.128855304742
2000-01-06,0.104790508014,0.104790508014,0.110880851482,0.0544631766424,0.0518940169539,0.115356913934,0.128159832305
2000-01-07,0.0665317547088,0.0665317547088,0.0721865617057,0.0525840723058,0.051417912414,0.114828916297,0.127464359958
2000-01-10,0.0669960149366,0.0669960149366,0.071976174276,0.0524672337076,0.0509418078123,0.114300918591,0.126768887521
2000-01-11,0.0775744913003,0.0775744913003,0.0826041970046,0.057049770656,0.0504657032105,0.113772920884,0.126073415084
2000-01-12,0.0814665575226,0.0814665575226,0.0864987947022,0.0581077760361,0.0499895986707,0.113244923247,0.125377942737
2000-01-13,0.0693524647843,0.0693524647843,0.0733222632059,0.0544664057779,0.0495134940689,0.112716925541,0.1246824703
2000-01-14,0.0523075118026,0.0523075118026,0.0562573689393,0.0572866768964,0.0490373894672,0.112188927834,0.123986997863
2000-01-18,0.0647817384252,0.0647817384252,0.0690112925268,0.0512956189565,0.0485612849273,0.111660930197,0.123291525516
2000-01-19,0.0672306019843,0.0672306019843,0.0717895729771,0.052353624245,0.0480851803256,0.11113293249,0.122596053079
2000-01-20,0.070752491751,0.070752491751,0.0753476458346,0.0569361611934,0.0476090757238,0.110604934784,0.121900580641
2000-01-21,0.0620165773495,0.0620165773495,0.0665788980347,0.0568193225952,0.0471329711221,0.110076937078,0.121205108204
2000-01-24,0.0841493862434,0.0841493862434,0.0886285472413,0.0455414671654,0.0466568665822,0.10954893944,0.120509635857
2000-01-25,0.0734632210049,0.0734632210049,0.077894404477,0.0442497846805,0.0461807619805,0.109020941734,0.11981416342
2000-01-26,0.0718721244543,0.0718721244543,0.0765964470274,0.0423706802524,0.0457046573787,0.108492944028,0.119118690983
2000-01-27,0.0755815007223,0.0755815007223,0.0799497631555,0.0404915759158,0.0452285528389,0.10796494639,0.118423218636
2000-01-28,0.0961883126351,0.0961883126351,0.100198161483,0.0350879398276,0.0447524482371,0.107436948684,0.117727746199
2000-01-31,0.098615721501,0.098615721501,0.104201876601,0.0693751022814,0.0733480859927,0.102158871818,0.117032273762
2000-02-01,0.0924696530163,0.0924696530163,0.0967702900713,0.145160559835,0.0704445549403,0.108638663028,0.11357978302
2000-02-02,0.0898378929114,0.0898378929114,0.0944921788429,0.141575072959,0.0700053286056,0.108140685186,0.112892317525
2000-02-03,0.0759468666002,0.0759468666002,0.0804414993205,0.130409188962,0.069566102271,0.107642707344,0.11220485203
2000-02-04,0.0711642849186,0.0711642849186,0.0756159910048,0.1254631295,0.0691268759935,0.107144729566,0.111517386625
2000-02-07,0.0855490906699,0.0855490906699,0.0890184612935,0.137232786336,0.0686876496588,0.106646751724,0.11082992113
2000-02-08,0.0698642493146,0.0698642493146,0.0735872093127,0.121887970822,0.0682484233242,0.106148773881,0.110142455635
2000-02-09,0.085057967289,0.085057967289,0.0880966442424,0.137545005813,0.0678091969895,0.105650796039,0.109454990141
2000-02-10,0.0905631714212,0.0905631714212,0.0933433262331,0.13881874168,0.067369970712,0.105152818261,0.108767524735
2000-02-11,0.101083722765,0.101083722765,0.103846113192,0.151560243055,0.0669307443774,0.104654840419,0.108080059241
2000-02-14,0.0968601093009,0.0968601093009,0.0991305892277,0.150793095623,0.0664915180427,0.104156862577,0.107392593746
2000-02-15,0.0805564812189,0.0805564812189,0.0823113600773,0.136225775227,0.0660522917652,0.103658884799,0.10670512834
2000-02-16,0.085872964939,0.085872964939,0.0880003653198,0.141581258107,0.0656130654305,0.103160906957,0.106017662846
2000-02-17,0.0823271178054,0.0823271178054,0.0847840049549,0.137898586777,0.0651738390959,0.102662929114,0.105330197351
2000-02-18,0.103058712804,0.103058712804,0.105820114789,0.165023387374,0.0647346128183,0.102164951337,0.104642731945
2000-02-22,0.093398732984,0.093398732984,0.0955338270877,0.16328441484,0.0642953864837,0.101666973494,0.103955266451
2000-02-23,0.0779226550667,0.0779226550667,0.0804160865898,0.143760658092,0.0638561601491,0.101168995652,0.103267800956
2000-02-24,0.0789821228354,0.0789821228354,0.0813813564557,0.148144296483,0.0634169338715,0.100671017874,0.10258033555
2000-02-25,0.0874570364284,0.0874570364284,0.0891680398728,0.155735041239,0.0629777075369,0.100173040032,0.101892870056
2000-02-28,0.0822200966504,0.0822200966504,0.0838865002173,0.150303040021,0.0625384812022,0.0996750621895,0.101205404561
2000-02-29,0.0752623351852,0.0752623351852,0.0753075779703,0.139991425063,0.0472106975593,0.103739713781,0.100517939066
2000-03-01,0.0374087519454,0.0374087519454,0.0405660765991,0.0388219568284,0.0323771828415,0.0852145507514,0.0977422249329
2000-03-02,0.0324391008429,0.0324391008429,0.0351411252554,0.0330658347279,0.0319646234431,0.0847358495955,0.0970676868105
2000-03-03,0.0135673461751,0.0135673461751,0.0160373102052,0.0153880305862,0.0315520640447,0.0842571484396,0.0963931486881
2000-03-06,0.0327910536756,0.0327910536756,0.0353173642065,0.0365730418962,0.0311395046999,0.0837784473459,0.0957186106534
2000-03-07,0.0575232290518,0.0575232290518,0.0601790268635,0.0626393530224,0.0307269453014,0.0832997461899,0.095044072531
2000-03-08,0.0526013220503,0.0526013220503,0.0547682716008,0.0577280839183,0.030314385903,0.082821045034,0.0943695344086
2000-03-09,0.0370917928546,0.0370917928546,0.0386775041625,0.0423031867212,0.0299018265582,0.0823423439403,0.0936949963739
2000-03-10,0.0277977774093,0.0277977774093,0.0288634854429,0.0328860850345,0.0294892671597,0.0818636427844,0.0930204582515
2000-03-13,0.0404597650593,0.0404597650593,0.0410941486497,0.0476878240916,0.0290767077613,0.0813849416285,0.0923459201291
2000-03-14,0.053034215193,0.053034215193,0.0536775636366,0.0620202056286,0.0286641484165,0.0809062405348,0.0916713820944
2000-03-15,0.034915083038,0.034915083038,0.0341784361499,0.0422772282199,0.028251589018,0.0804275393789,0.090996843972
2000-03-16,0.018207707292,0.018207707292,0.0172374789543,0.027227826418,0.0278390296196,0.079948838223,0.0903223058496
2000-03-17,0.0296205654469,0.0296205654469,0.0281592791932,0.0419357033501,0.0274264702211,0.079470137067,0.0896477677272
2000-03-20,0.0314296065317,0.0314296065317,0.0298158517873,0.0471625294356,0.0270139108763,0.0789914359733,0.0889732296925
2000-03-21,0.0190899730542,0.0190899730542,0.0173415372359,0.0350231632842,0.0266013514779,0.0785127348174,0.0882986915701
2000-03-22,0.0162961721861,0.0162961721861,0.0149050464715,0.0327402777456,0.0261887920794,0.0780340336615,0.0876241534477
2000-03-23,0.0200764079678,0.0200764079678,0.0198357111902,0.0396568098238,0.0257762327346,0.0775553325678,0.086949615413
2000-03-24,0.0342180210065,0.0342180210065,0.0334206244489,0.0492017348142,0.0253636733362,0.0770766314119,0.0862750772906
2000-03-27,0.0463977028402,0.0463977028402,0.0457250669017,0.0603425036724,0.0249511139377,0.076597930256,0.0856005391683
2000-03-28,0.0473826074165,0.0473826074165,0.0466194067849,0.0631286892167,0.0245385545929,0.0761192291623,0.0849260011335
2000-03-29,0.0403873888686,0.0403873888686,0.039137509976,0.0556828705106,0.0241259951945,0.0756405280063,0.0842514630112
2000-03-30,0.048951352122,0.048951352122,0.0467322573089,0.0682316838893,0.023713435796,0.0751618268504,0.0835769248888
2000-03-31,0.0198185659314,0.0198185659314,0.0166378420463,0.04213967432,0.0135469570609,0.0794431549796,0.0829023868541
2000-04-03,0.0330365643963,0.0330365643963,0.0194732022676,0.0477363863178,0.0891874939722,0.0886184591186,0.078359031382
2000-04-04,0.0575333379505,0.0575333379505,0.0442048389846,0.0748418370061,0.0886921513072,0.0881232897581,0.0776630575637
2000-04-05,0.0666487556522,0.0666487556522,0.0540596019295,0.0859609431236,0.0881968086421,0.0876281203976,0.0769670837454
2000-04-06,0.0555766942269,0.0555766942269,0.0427510441946,0.0744327492729,0.0877014660415,0.0871329511015,0.0762711100176
2000-04-07,0.0283853403574,0.0283853403574,0.0146565422945,0.0495826000891,0.0872061233764,0.086637781741,0.0755751361994
2000-04-10,0.0415067223423,0.0415067223423,0.0279570106359,0.0634549262268,0.0867107807113,0.0861426123805,0.0748791623811
2000-04-11,0.0554038298686,0.0554038298686,0.0424614541087,0.0743076023414,0.0862154381107,0.0856474430843,0.0741831886533
2000-04-12,0.0738380548732,0.0738380548732,0.0600721764326,0.0893344882865,0.0857200954456,0.0851522737238,0.073487214835
2000-04-13,0.0774166522547,0.0774166522547,0.062929559619,0.0927268743687,0.0852247527806,0.0846571043633,0.0727912410168
2000-04-14,0.109658377324,0.109658377324,0.0954580272922,0.128713640469,0.0847294101799,0.0841619350672,0.072095267289
