Date,corr_0.05,corr_0.1,corr_0.15,corr_0.2,corr_0.25,corr_0.3,corr_0.35
2000-01-03,0.0709593986915,0.0752783255638,0.084050859791,0.0193141571303,0.0493605063282,0.0519917835395,0.130246249527
2000-01-04,0.104465921526,0.0988782569274,0.107053543929,0.0100523416247,0.0496634923494,0.0524110584898,0.12955077718
2000-01-05,0.0982812566155,0.101738027832,0.110450046665,0.0207796822894,0.0488876391029,0.0515819414551,0.128855304742
2000-01-06,0.0948347950349,0.0910480719784,0.099326568274,0.0160798159687,0.0488132489469,0.0515645309762,0.128159832305
2000-01-07,0.0710579369414,0.0666540609662,0.0747435418196,0.0243243682593,0.0466417650879,0.0491204429771,0.127464359958
2000-01-10,0.0636627477334,0.0637934566466,0.0713544081666,0.023841652355,0.0462812305849,0.0487719170832,0.126768887521
2000-01-11,0.0680312761484,0.0705761471927,0.0780907739159,0.0259500630808,0.0466379978976,0.0492534257187,0.126073415084
2000-01-12,0.072892682917,0.0733050075658,0.080604399106,0.0243762048265,0.0467541385333,0.0494564902562,0.125377942737
2000-01-13,0.0651697345478,0.0595060958886,0.0658464816231,0.0201793910729,0.0461524045358,0.0488288574305,0.1246824703
2000-01-14,0.0420152169098,0.0424526791106,0.0487453457522,0.0206939400177,0.0459614654028,0.0486765808839,0.123986997863
2000-01-18,0.0450432949011,0.0459699625126,0.0523935843308,0.00711660169369,0.0461761679551,0.0489936975432,0.123291525516
2000-01-19,0.0498725328845,0.0473807326409,0.0542273490362,0.00669131641153,0.045615202322,0.0484132403269,0.122596053079
2000-01-20,0.0485631919998,0.0491254159107,0.0558925109132,0.00653307299562,0.045710918503,0.0485926704669,0.121900580641
2000-01-21,0.0470312433706,0.0448512587785,0.0512703890143,0.00283292283386,0.0453057625495,0.0481925103182,0.121205108204
2000-01-24,0.0641270314234,0.0575815677546,0.0636710686616,-0.0171437161132,0.0453628679904,0.0483272615614,0.120509635857
2000-01-25,0.0481578662707,0.0460859441025,0.0521402901812,-0.0208650878045,0.0448717717895,0.0478276546091,0.11981416342
2000-01-26,0.0461646524842,0.0434678716152,0.0498230372055,-0.0253618486444,0.0442976485791,0.0472319719418,0.119118690983
2000-01-27,0.0475559765272,0.0448380993823,0.0509220189733,-0.0294903828895,0.0437214206692,0.046633853787,0.118423218636
2000-01-28,0.0578094006821,0.0548546568197,0.0605131344765,-0.0419490641916,0.0439889318662,0.0470120786216,0.117727746199
2000-01-31,0.0635052843219,0.0615865919941,0.0653939965542,-0.00558934193315,0.0721537776916,0.0252604723599,0.117032273762
2000-02-01,0.0671287352206,0.0672268495641,0.0732472559239,0.164013533646,0.0690206450263,0.066689780449,0.0613012875361
2000-02-02,0.0668394461171,0.0652874021108,0.0718221873034,0.160960985678,0.068443013826,0.0660204015982,0.0607192876549
2000-02-03,0.0460212702683,0.0478137347625,0.054380029002,0.149951765894,0.067934828072,0.0654628584739,0.0601372877738
2000-02-04,0.0185038586009,0.0412969394863,0.0476557241035,0.144013666029,0.0677187332963,0.0653757019082,0.0595552879682
2000-02-07,0.0313250598523,0.0582771003346,0.0638558497917,0.156417771488,0.0671586716545,0.0647346172718,0.058973288087
2000-02-08,0.0368058757348,0.0481009555372,0.0540392425726,0.142163570249,0.066415397454,0.0637984850728,0.0583912882059
2000-02-09,0.040605936985,0.0578698932339,0.0629747667834,0.156356693165,0.0663685167301,0.0639838327507,0.0578092883247
2000-02-10,0.0384349752762,0.0661082409378,0.0709030203327,0.15704044172,0.0660730912036,0.0637689210528,0.0572272885192
2000-02-11,0.0640663122557,0.0805207836999,0.0847612030546,0.16901831502,0.0658505333309,0.063671356277,0.056645288638
2000-02-14,0.0532522113894,0.0734748723427,0.0772388981764,0.168039446744,0.0654589426013,0.0633015790897,0.0560632887568
2000-02-15,0.0338624112454,0.0582437080392,0.0616349181054,0.153896624874,0.0648773303422,0.0626257890632,0.0554812889513
2000-02-16,0.0461381930473,0.0623710933019,0.0659679238282,0.158515511446,0.0646281522656,0.0624853548121,0.0548992890701
2000-02-17,0.0510708994231,0.0606753497129,0.0645844173709,0.155060695865,0.06412332638,0.0619332224576,0.0543172891889
2000-02-18,0.0711172310983,0.0736215743777,0.0777364600626,0.181714454596,0.0638699226724,0.0617859831689,0.0537352893834
2000-02-22,0.0604251511804,0.0591210408218,0.0624983176826,0.179649127893,0.0635031370278,0.0614561523693,0.0531532895022
2000-02-23,0.0455003379736,0.0499102567166,0.0535861559916,0.160251100471,0.0629795638545,0.0608738291723,0.052571289621
2000-02-24,0.0499537343443,0.0448688812896,0.048236901779,0.163314158514,0.0628676049396,0.0609543741664,0.0519892898155
2000-02-25,0.0563011755809,0.0549259047228,0.0574707579456,0.170606787308,0.0625195033626,0.0606546323991,0.0514072899343
2000-02-28,0.047242459889,0.0534257882872,0.0560690894305,0.166124858287,0.0618369281877,0.0598162505927,0.0508252900531
2000-02-29,0.0496004261819,0.0376057320963,0.0406412302703,0.15423365611,0.0481624714754,0.0829803851267,0.0502432901719
2000-03-01,-0.00335165399667,-0.0355739576693,-0.031966638226,0.0365013086482,0.031586521065,0.0318538906976,0.0437030822908
2000-03-02,-0.0114973997827,-0.0392580086001,-0.0360213964273,0.0307589020223,0.0311590814027,0.0314002001516,0.0431294097737
2000-03-03,-0.0265242478572,-0.0537680277279,-0.0506600153826,0.013219277411,0.0306207720718,0.0307074793148,0.0425557372566
2000-03-06,-0.024528970825,-0.0409326120116,-0.0378190223145,0.0342562433817,0.0303485253474,0.0305883780834,0.041982064814
2000-03-07,-0.020890845602,-0.0224723186627,-0.019718583204,0.059956491454,0.0302549671958,0.0308545218779,0.0414083922969
2000-03-08,-0.00198743148878,-0.019009870101,-0.0163727819286,0.0554436461135,0.0295213899662,0.0297408117542,0.0408347197798
2000-03-09,-0.0136978860571,-0.0306045411017,-0.0283662997547,0.0401478644497,0.0289924974442,0.0290683930958,0.0402610473373
2000-03-10,-0.0234553596047,-0.0388007684391,-0.0370575468608,0.0307143677108,0.028585532779,0.0286588457733,0.0396873748202
2000-03-13,-0.0097407384359,-0.0282967886647,-0.0272772863391,0.0453985106608,0.0282828008703,0.0284740198417,0.0391137023031
2000-03-14,0.00525339634113,-0.0143948469245,-0.0138530066743,0.0596685216502,0.0279355496826,0.0281932121767,0.0385400298605
2000-03-15,-0.00438069177222,-0.0273922853311,-0.0278214664855,0.0401944205831,0.0272909554275,0.0272713455623,0.0379663573434
2000-03-16,-0.0358233639305,-0.0457424375077,-0.0456504637695,0.0254634778888,0.0266113506782,0.0262739978112,0.0373926848263
2000-03-17,-0.0355018865846,-0.0393280189984,-0.039525010946,0.0402371985261,0.0261621620434,0.0257734174054,0.0368190123092
2000-03-20,-0.024607700283,-0.0368870288784,-0.0370647744264,0.0456824877442,0.0255820054363,0.0249904755595,0.0362453398667
2000-03-21,-0.0218677100731,-0.0457507232508,-0.0460390576281,0.0336477383284,0.0250758462991,0.024367069173,0.0356716673496
2000-03-22,-0.0159893197872,-0.0467723486139,-0.0466881210388,0.0314444342114,0.0245992205147,0.0238073354395,0.0350979948324
2000-03-23,-0.00673655367112,-0.0423236200078,-0.0410569602163,0.0385239679516,0.0240649548408,0.0231233324941,0.0345243223899
2000-03-24,0.00386351100832,-0.0276691286407,-0.0267960928765,0.0480410226116,0.0236855336661,0.0227731677658,0.0339506498728
2000-03-27,0.0172490080244,-0.016663885825,-0.0156616425999,0.0591172781391,0.0233368972432,0.0224893736535,0.0333769773557
2000-03-28,0.015758457947,-0.0159574738547,-0.0150475521908,0.0619298556199,0.0229076266002,0.0220317355304,0.0328033049132
2000-03-29,0.0123097796187,-0.0180977109827,-0.0175777809267,0.0546223051019,0.022379168457,0.0213602534352,0.0322296323961
2000-03-30,0.0172701588337,-0.0119917792029,-0.0128128056833,0.0670112767616,0.022107959455,0.0212433895501,0.0316559598789
2000-03-31,-0.0187627729935,-0.0300413963139,-0.0307031098333,0.0429623256513,0.0126934947361,0.0244363514318,0.0310822874364
2000-04-03,-0.0205021800854,-0.00948941668048,-0.0206691947428,0.0450806751333,0.0163443549273,0.0252515338324,0.078359031382
2000-04-04,0.00698266844564,0.0118346685841,0.000434196010992,0.0721819512761,0.0162217411982,0.0246629873022,0.0776630575637
2000-04-05,0.0062051653068,0.022106028958,0.0111738175391,0.0832689837303,0.0153415359396,0.0243644056803,0.0769670837454
2000-04-06,-0.000978235127095,0.0130929128045,0.0020618398268,0.071727837887,0.0144756764909,0.0240603333439,0.0762711100176
2000-04-07,-0.0371932832561,-0.0202465415884,-0.0311862350629,0.0468731227113,0.0135651778871,0.02377334637,0.0755751361994
2000-04-10,-0.0161309886797,-0.00650628329997,-0.0170818327231,0.0607024829572,0.0125243391251,0.0235362465326,0.0748791623811
2000-04-11,-0.000874329899601,0.010467014537,0.000191515428842,0.0715544825182,0.0122224013698,0.0230163355868,0.0741831886533
2000-04-12,0.0119793649102,0.0247514480684,0.0128482283243,0.0866605371892,0.0134639394327,0.0219056658096,0.073487214835
2000-04-13,0.0200025453161,0.0253923021277,0.0127077116764,0.0900743438198,0.0134597104219,0.0212718080363,0.0727912410168
2000-04-14,0.0441327845808,0.0443281637174,0.0315049828649,0.126106286217,0.0143857660795,0.0202818878792,0.072095267289
2000-04-17,0.0205738654124,0.0219492061147,0.00849663566375,0.0854396509962,0.0131782076084,0.0201085992953,0.0713992934707
2000-04-18,0.0112712883924,0.00572740999886,-0.00795577217243,0.059957562487,0.0121528196216,0.0198655857399,0.0707033196524
2000-04-19,0.00772602544458,0.00641860755585,-0.00831805363833,0.0679899846375,0.0130010653835,0.019540923313,0.0707033196524
2000-04-20,0.0116765307528,-0.000512572597109,-0.0158552134937,0.0576007445518,0.0128797705991,0.0195873483714,0.0707033196524
2000-04-24,0.0216108538336,0.0110007875803,-0.00542992965249,0.0711127768012,0.013313508206,0.0194213371628,0.0707033196524
2000-04-25,0.00697929716354,0.00073378065315,-0.0138312322899,0.0521321236654,0.0118520147569,0.0199807175116,0.0707033196524
2000-04-26,0.0275278358145,0.0159695863857,0.00206003493161,0.0674821553409,0.011812024267,0.0199960237001,0.0707033196524
2000-04-27,0.0208215104215,0.012813552508,-0.00182723894964,0.0605795380858,0.0121674415292,0.0198599892674,0.0707033196524
2000-04-28,0.0121163298254,0.0116430999298,-0.00489348825124,0.0606868836642,0.0125124696055,0.0197279312512,0.0707033196524
2000-05-01,0.00144271274063,0.0162408362222,-0.000994685318101,0.0672776220188,0.0751332512676,0.00151382377078,0.0665066903913
2000-05-02,0.027470241454,0.041037968424,0.0242907683927,0.0928651637569,0.0991928403438,0.00657079557426,0.0672547959753
2000-05-03,0.070546696985,0.0762583578801,0.0597784459464,0.128656482414,0.127737839049,0.00883419713238,0.0680029015593
2000-05-04,0.0693752225981,0.0769200566891,0.0580215207042,0.121960339236,0.120388078364,0.00932847433172,0.068751007046
2000-05-05,0.0386700567353,0.0539740723837,0.0348179130735,0.0954504918654,0.0916251464574,0.0087012368038,0.06949911263
2000-05-08,0.0347470548409,0.0500379863679,0.030280946513,0.102644318337,0.0981048730492,0.0117962803642,0.0702472182139
2000-05-09,0.0435385503548,0.0558809825108,0.0354629921683,0.109188668545,0.105112262481,0.0145619183916,0.0709953237006
2000-05-10,0.0498735638816,0.0585278678794,0.0376876122711,0.11748484075,0.114017448079,0.017673108134,0.0717434292846
2000-05-11,0.021575221182,0.042921475063,0.0199313764673,0.100483795699,0.0954333944649,0.0179355182276,0.0724915348686
2000-05-12,0.0113504205476,0.0331495993331,0.00969543657114,0.0855920175562,0.0804422525492,0.0182116221725,0.0732396403553
2000-05-15,-0.0174126274088,0.00854760997973,-0.0160680243563,0.0656479974213,0.0700879872273,0.0175070010502,0.0739877459393
2000-05-16,-0.023577847324,-3.71412628475e-05,-0.0235314843582,0.0583991958707,0.0657721488647,0.0174234132778,0.0747358515233
2000-05-17,-0.00763059306244,0.00684174040518,-0.0170875655771,0.0568832444113,0.0629588890832,0.0192697847531,0.0754839571072
2000-05-18,-0.00200045956334,0.0148822676766,-0.00956034921732,0.058405795995,0.0632497666249,0.0226040443632,0.0762320625939
2000-05-19,0.0186258971174,0.0294897086736,0.00419190968915,0.08042429837,0.0769630920326,0.0244890797019,0.0769801681779
2000-05-22,0.015902790689,0.0266833833319,0.000211204353636,0.0888556229484,0.0823351148869,0.0240599372158,0.0777282737619
2000-05-23,0.0135575295072,0.0218043035666,-0.00353591705687,0.0882921078685,0.081604168476,0.0263961551211,0.0784763792486
