Date,realCorr_0.05,realCorr_0.1,realCorr_0.15,realCorr_0.2
2000-01-03,0.0506952141178,0.0560270915943,0.0424802048184,0.0424802048184
2000-01-04,0.0504143028481,0.0556842665715,0.042619559887,0.042619559887
2000-01-05,0.0500134317344,0.0554513460952,0.0409324331942,0.0409324331942
2000-01-06,0.0497175254488,0.0551222591048,0.0408434780066,0.0408434780066
2000-01-07,0.0494216192037,0.0547931721555,0.0407545228602,0.0407545228602
2000-01-10,0.049103220455,0.0544846922753,0.04032310235,0.04032310235
2000-01-11,0.0487248418045,0.0542311646888,0.0389784409798,0.0389784409798
2000-01-12,0.0483914481207,0.053936422923,0.0383187102958,0.0383187102958
2000-01-13,0.0481180342984,0.0535867288225,0.0385722204307,0.0385722204307
2000-01-14,0.047762148111,0.0533125941259,0.037570024383,0.037570024383
2000-01-18,0.04751872428,0.0529354239196,0.0382801549892,0.0382801549892
2000-01-19,0.0471853305558,0.0526406821128,0.037620424264,0.037620424264
2000-01-20,0.0468069519053,0.0523871545263,0.0362757628937,0.0362757628937
2000-01-21,0.0464885531566,0.0520786746461,0.0358443423835,0.0358443423835
2000-01-24,0.0463126067151,0.0516396831094,0.0375818689573,0.0375818689573
2000-01-25,0.0460092029419,0.0513174651557,0.0373787586621,0.0373787586621
2000-01-26,0.0457132966564,0.0509883781654,0.0372898034745,0.0372898034745
2000-01-27,0.0454173904112,0.0506592912161,0.0372008483281,0.0372008483281
2000-01-28,0.0451664690521,0.0502889900055,0.0377968237855,0.0377968237855
2000-01-31,0.0449230451807,0.0499118197581,0.0385069543504,0.0385069543504
2000-02-01,0.0495656947456,0.0388833107998,0.0383200890452,0.0383200890452
2000-02-02,0.0493876674351,0.0384311609377,0.0376621249355,0.0376621249355
2000-02-03,0.0488756592916,0.0386066669852,0.0382585501019,0.0382585501019
2000-02-04,0.0486065463344,0.038325696044,0.0379426921995,0.0379426921995
2000-02-07,0.0485196047057,0.0377023672975,0.0369426219237,0.0369426219237
2000-02-08,0.0481897679257,0.0375355155761,0.0368548347576,0.0368548347576
2000-02-09,0.0479206549335,0.0372545445985,0.0365389768142,0.0365389768142
2000-02-10,0.0479551609155,0.036402977376,0.0350827650245,0.0350827650245
2000-02-11,0.0475949622415,0.0362931852827,0.0351090132472,0.0351090132472
2000-02-14,0.0470525922041,0.0365257509583,0.0358194738023,0.0358194738023
2000-02-15,0.0465709459894,0.0366441974142,0.036301863621,0.036301863621
2000-02-16,0.0463625567851,0.0362491071802,0.0357579349001,0.0357579349001
2000-02-17,0.0461238056868,0.0359110765744,0.0353280415679,0.0353280415679
2000-02-18,0.0455510737904,0.0362007019147,0.0361525375527,0.0361525375527
2000-02-22,0.0446747229199,0.0370609234998,0.0381173873838,0.0381173873838
2000-02-23,0.044648505079,0.036323475497,0.0368892463305,0.0368892463305
2000-02-24,0.0441668588644,0.0364419219529,0.0373716361492,0.0373716361492
2000-02-25,0.04395846966,0.0360468317189,0.0368277074283,0.0368277074283
2000-02-28,0.0436893566678,0.0357658607413,0.0365118494848,0.0365118494848
2000-02-29,0.0438842679999,0.0255835532827,0.0353977438203,0.0353977438203
2000-03-01,0.0262018185839,0.0436447757573,0.0349709944606,0.0349709944606
2000-03-02,0.0259633711388,0.0432860631016,0.0345639698382,0.0345639698382
2000-03-03,0.0256781210184,0.043260195488,0.0347181374606,0.0347181374606
2000-03-06,0.0254022314653,0.0431677589039,0.0347600666724,0.0347600666724
2000-03-07,0.0251450629501,0.042942184265,0.0345775189479,0.0345775189479
2000-03-08,0.0248878944348,0.0427166096261,0.0343949712234,0.0343949712234
2000-03-09,0.0246213654168,0.0425576040336,0.0343246619862,0.0343246619862
2000-03-10,0.0243641969016,0.0423320293947,0.0341421142617,0.0341421142617
2000-03-13,0.0240695862461,0.0423727307894,0.0344085203331,0.0344085203331
2000-03-14,0.023793696693,0.0422802942053,0.0344504495448,0.0344504495448
2000-03-15,0.0235458887129,0.041988150558,0.0341556633714,0.0341556633714
2000-03-16,0.0232512780574,0.0420288519528,0.0344220694427,0.0344220694427
2000-03-17,0.0229285857968,0.0422692603728,0.0350251908609,0.0350251908609
2000-03-20,0.0226058935683,0.0425096688307,0.0356283123174,0.0356283123174
2000-03-21,0.0223487250531,0.0422840941918,0.0354457645929,0.0354457645929
2000-03-22,0.022100917073,0.0419919505445,0.0351509784195,0.0351509784195
2000-03-23,0.0218156669848,0.0419660829688,0.0353051460802,0.0353051460802
2000-03-24,0.0216708248903,0.040941680229,0.0337757369683,0.0337757369683
2000-03-27,0.0214604590505,0.0403832605481,0.0330319969991,0.0330319969991
2000-03-28,0.0211752089623,0.0403573929724,0.0331861646598,0.0331861646598
