Date,en_a0.1_r0.0,en_a0.1_r0.1,en_a0.1_r0.2,en_a0.1_r0.3,en_a0.1_r0.4,en_a0.1_r0.5,en_a0.1_r0.6,en_a0.1_r0.7,en_a0.1_r0.8,en_a0.1_r0.9,en_a0.1_r1.0,en_a0.2_r0.0,en_a0.2_r0.1,en_a0.2_r0.2,en_a0.2_r0.3,en_a0.2_r0.4,en_a0.2_r0.5,en_a0.2_r0.6,en_a0.2_r0.7,en_a0.2_r0.8,en_a0.2_r0.9,en_a0.2_r1.0,en_a0.3_r0.0,en_a0.3_r0.1,en_a0.3_r0.2,en_a0.3_r0.3,en_a0.3_r0.4,en_a0.3_r0.5,en_a0.3_r0.6,en_a0.3_r0.7,en_a0.3_r0.8,en_a0.3_r0.9,en_a0.3_r1.0,en_a0.4_r0.0,en_a0.4_r0.1,en_a0.4_r0.2,en_a0.4_r0.3,en_a0.4_r0.4,en_a0.4_r0.5,en_a0.4_r0.6,en_a0.4_r0.7,en_a0.4_r0.8,en_a0.4_r0.9,en_a0.4_r1.0
2000-01-03,0.0540102432605,0.0526262051503,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.054119355931,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0536597241229,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0532537931248,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-04,0.0663945012124,0.055685046643,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0663656781272,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0657091413026,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.065098519714,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-05,0.0650230637932,0.0554227058608,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0650171565659,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0643834274253,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.063797964328,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-06,0.0628360333187,0.0548934898405,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0628825326133,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0623013024044,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0617620189314,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-07,0.0607409197124,0.0543751586456,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0608143032201,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0602766223333,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0597787688188,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-10,0.0570656345446,0.0534755032228,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0571859419708,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.056713581181,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0562807084333,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-11,0.0566349433111,0.0534292057706,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0567812094625,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0563182684417,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0558940178959,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-12,0.0588713438923,0.054018757569,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0590182885117,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0585282040788,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0580715413335,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-13,0.0553632564804,0.0531294050445,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0555549310475,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0551321859059,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0547400151702,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
2000-01-14,0.0528557783209,0.0526262051503,0.0480800976418,0.0422339395131,0.0377554701283,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0532254720777,0.047984581799,0.0377542538456,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0528938605349,0.0421650362761,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0525682025715,0.0377518334459,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856,0.0370283025856
