Date,CAY,NOS,BM,PE,CAPE,DP,PCAprice,CPI,SPX,BY,DEF,TERM,VRP,IC,BDI,PCR,MA,PCAtech,OIL,SI,SIM
1990-02-26,0.022979508,-0.0039,0.506072874,14.97,16.51,0.0328,-2.77815234549,0.052631579000000005,328.67,0.9994975190000001,0.96,0.49,,,-0.046107784000000006,-0.762315709,0.0,-4.25481540632,0.050231695,,0.646153846
1990-02-27,0.022979508,-0.0039,0.506072874,14.97,16.51,0.0328,-2.77815234549,0.052631579000000005,330.26,0.9996130879999999,0.95,0.42,,,-0.041267943,-0.756208785,0.0,-2.46830683683,0.047819586,,0.653846154
1990-02-28,0.022979508,-0.0039,0.498877526,14.97,16.51,0.034,-2.8124326002799998,0.052631579000000005,331.89,1.000682568,0.94,0.47,,,-0.041243276,-0.752518692,0.0,0.9393180584309999,0.045891926,,0.661538462
1990-03-01,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,332.74,1.0005996940000002,0.92,0.51,,,-0.040694195,-0.744632204,0.0,2.49508209926,0.043325353,,0.669230769
1990-03-02,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,335.54,0.999684982,0.92,0.52,,,-0.036014406,-0.745153375,0.0,3.04245306357,0.056628292999999996,,0.676923077
1990-03-05,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,333.74,1.000744894,0.93,0.56,,,-0.026013309,-0.754913116,0.0,3.04245306357,0.059662645,,0.684615385
1990-03-06,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,337.93,0.99962602,0.88,0.42,,,-0.015853659,-0.746182684,0.0,3.04245306357,0.00044958,,0.692307692
1990-03-07,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,336.95,0.999907605,0.84,0.4,,,-0.0067526090000000006,-0.744782141,0.0,3.04245306357,0.026303002000000002,,0.7
1990-03-08,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,340.27,0.9999244429999999,0.89,0.39,,,0.007453416,-0.740468263,0.0,3.04245306357,0.022738632999999998,,0.7076923079999999
1990-03-09,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,337.93,1.000550725,0.89,0.39,,,0.014321295,-0.738804854,0.0,3.04245306357,0.012726699,,0.715384615
1990-03-12,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,338.67,0.9998940629999999,0.89,0.37,,,0.014330218,-0.736118413,0.0,3.04245306357,0.0064853540000000005,,0.7230769229999999
1990-03-13,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,336.0,1.000681465,0.85,0.47,,,0.014330218,-0.739122429,0.0,0.8689193174240001,0.0064918169999999996,,0.7307692309999999
1990-03-14,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,336.87,0.999486588,0.81,0.42,,,0.014971928,-0.738981045,0.0,0.7896765879459999,0.001518893,,0.7384615379999999
1990-03-15,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,338.07,1.000038501,0.79,0.45,,,0.009975062,-0.743830154,0.0,2.45534316437,0.005360405,,0.7461538459999999
1990-03-16,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,341.91,0.999513625,0.76,0.4,,,0.001871491,-0.735969901,0.0,3.04245306357,0.0028222190000000004,,0.7538461540000001
1990-03-19,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,343.53,0.999970804,0.78,0.37,,,-0.004993758,-0.732732623,0.0,3.04245306357,-0.007251227,,0.7615384620000001
1990-03-20,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,341.57,0.9996470740000001,0.77,0.29,,,-0.008109794,-0.733835185,0.0,3.04245306357,-0.012434638000000001,,0.7692307690000001
1990-03-21,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,339.74,1.00004902,0.78,0.32,,,-0.0205864,-0.738588022,0.0,2.49508209926,-0.001303536,,0.7769230770000001
1990-03-22,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,335.69,0.999862287,0.8,0.36,,,-0.016917293,-0.74357454,0.0,-2.5827448972,-0.009663317,,0.784615385
1990-03-23,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,337.22,0.99992131,0.8,0.37,,,-0.021984925,-0.745904811,0.0,-3.23582440152,-0.000212942,,0.7923076920000001
1990-03-26,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,337.63,0.9999247729999999,0.81,0.38,,,-0.025157232999999998,-0.745275372,0.0,-2.09383597099,0.008358257,,0.8
1990-03-27,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,341.5,1.000065918,0.81,0.35,,,-0.025220681000000002,-0.740216995,0.0,0.734346894358,0.0014869479999999999,,0.807692308
1990-03-28,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,342.0,0.9999334590000001,0.84,0.39,,,-0.029022082,-0.738928839,0.0,3.04245306357,-0.001295758,,0.815384615
1990-03-29,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,340.79,1.000624346,0.84,0.5,,,-0.032828283,-0.741654836,0.0,2.49508209926,-0.0132261,,0.823076923
1990-03-30,0.022979508,0.0488,0.498877526,15.62,16.83,0.034,-2.8124326002799998,0.052373159,339.94,1.000384189,0.84,0.58,,,-0.039572864,-0.745277775,0.0,0.8222912047650001,-0.009740801,,0.8307692309999999
1990-04-02,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,338.7,1.000023043,0.84,0.6,,,-0.044402752000000004,-0.751040779,0.0,-2.0630157054,-0.000847404,,0.838461538
1990-04-03,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,343.64,0.999862355,0.81,0.54,,,-0.055555556,-0.745309214,0.0,1.4167264497499998,-0.011193232,,0.846153846
1990-04-04,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,341.09,0.9994305840000001,0.85,0.54,,,-0.068365444,-0.744224268,0.0,-0.122085728567,-0.039030969,,0.8538461540000001
1990-04-05,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,340.73,1.00010593,0.84,0.55,,,-0.084002471,-0.741326838,0.0,-0.122085728567,-0.054935793,,0.8615384620000001
1990-04-06,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,340.08,0.999936273,0.84,0.54,,,-0.10445937699999999,-0.740457876,0.0,-1.4110417822799999,-0.051681367,,0.8692307690000001
1990-04-09,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,341.37,1.000205778,0.83,0.5,,,-0.11070559599999999,-0.734021491,0.0,-1.38028864567,-0.056251522000000005,,0.876923077
1990-04-10,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,342.07,1.000082104,0.8,0.55,,,-0.11501210699999999,-0.728096343,0.0,0.353256120836,-0.058942767,,0.884615385
1990-04-11,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,341.92,1.000213529,0.79,0.6,,,-0.118429003,-0.73237306,0.0,0.353256120836,-0.053337992,,0.892307692
1990-04-12,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,344.34,1.000082245,0.77,0.62,,,-0.12183353400000001,-0.72636923,0.0,0.8730772943520001,-0.07311397900000001,,0.9
1990-04-16,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,344.74,1.000281488,0.8,0.67,,,-0.12183353400000001,-0.729033998,0.0,3.04245306357,-0.073877443,,0.907692308
1990-04-17,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,344.68,1.000632847,0.8,0.74,,,-0.12831325300000002,-0.727878257,0.0,3.04245306357,-0.081086231,,0.915384615
1990-04-18,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,340.72,1.000647461,0.85,0.78,,,-0.13168971699999998,-0.729913422,0.0,-0.8512754606540001,-0.082963101,,0.923076923
1990-04-19,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,338.09,1.000106434,0.85,0.81,,,-0.136500301,-0.741541709,0.0,-4.25481540632,-0.057781482,,0.923076923
1990-04-20,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,335.12,1.000542936,0.86,1.0,,,-0.14783653800000002,-0.745101082,0.0,-4.25481540632,-0.053431585,,0.923076923
1990-04-23,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,331.05,1.0002329490000001,0.86,0.98,,,-0.152786099,-0.754707566,0.0,-4.25481540632,-0.031403167999999995,,0.923076923
1990-04-24,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,330.36,1.000147298,0.86,0.97,,,-0.159472422,-0.754550849,0.0,-4.25481540632,-0.040352458,,0.923076923
1990-04-25,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,332.03,1.000075425,0.82,0.95,,,-0.164161155,-0.749606288,0.0,-4.25481540632,-0.046106462,,0.923076923
1990-04-26,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,332.92,1.000401569,0.88,0.98,,,-0.165759226,-0.747914928,0.0,-4.25481540632,-0.040172546,,0.923076923
1990-04-27,0.018585859,0.0169,0.504948495,15.7,16.81,0.0334,-2.80089942819,0.047116165999999994,329.11,0.999957888,0.9,1.01,,,-0.16585662199999998,-0.754191535,0.0,-4.25481540632,-0.036811432000000005,,0.923076923
1990-04-30,0.018585859,0.0169,0.520210165,15.7,16.81,0.0338,-2.8918474529400005,0.047116165999999994,330.8,0.9998647420000001,0.91,0.97,,,-0.17565112100000002,-0.75253614,0.0,-3.7349942328099996,-0.045757491,,0.923076923
1990-05-01,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,332.25,1.000256302,0.91,0.89,,,-0.177791262,-0.75571086,0.0,-2.1157566057,-0.043728504,,0.923076923
1990-05-02,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,334.48,1.00008137,0.92,0.92,,,-0.177615572,-0.752238687,0.0,0.8080000051080001,-0.054549084000000005,,0.915384615
1990-05-03,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,335.57,0.999673157,0.93,0.89,,,-0.18187347899999998,-0.744469355,0.0,2.56711121417,-0.068014572,,0.907692308
1990-05-04,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,338.39,0.998624368,0.95,0.82,,,-0.183922046,-0.741729124,0.0,2.56711121417,-0.070725976,,0.9
1990-05-07,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,340.53,1.000120574,0.94,0.78,,,-0.183922046,-0.743901815,0.0,3.04245306357,-0.063777116,,0.892307692
1990-05-08,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,342.01,0.9998036770000001,0.96,0.78,,,-0.18803418800000002,-0.741406159,0.0,3.04245306357,-0.07227645099999999,,0.884615385
1990-05-09,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,342.86,1.000258608,0.92,0.87,,,-0.184064237,-0.746945355,0.0,3.04245306357,-0.044520770999999994,,0.876923077
1990-05-10,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,343.82,0.999607609,0.95,0.85,,,-0.17995018699999998,-0.74510905,0.0,3.04245306357,-0.045071942999999996,,0.8692307690000001
1990-05-11,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,352.0,0.998727578,0.98,0.76,,,-0.173173804,-0.730979454,0.0,3.04245306357,-0.046261392,,0.8615384620000001
1990-05-14,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,354.75,0.999714313,0.98,0.72,,,-0.17561591899999998,-0.733136728,0.0,3.04245306357,-0.029389955,,0.8538461540000001
1990-05-15,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,354.28,1.000260458,0.98,0.74,,,-0.17561591899999998,-0.733572155,0.0,3.04245306357,-0.034301425,,0.846153846
1990-05-16,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,354.0,1.000222992,0.99,0.75,,,-0.17352754899999998,-0.734171279,0.0,3.04245306357,-0.051785992999999995,,0.838461538
1990-05-17,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,354.47,1.000082413,0.95,0.76,,,-0.1709943,-0.735085817,0.0,3.04245306357,-0.057473799000000006,,0.8307692309999999
1990-05-18,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,354.64,1.000416512,0.96,0.74,,,-0.16920152100000002,-0.734394776,0.0,3.04245306357,-0.061421933,,0.823076923
1990-05-21,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,358.0,0.999956361,0.97,0.72,,,-0.165609137,-0.727166257,1.0,3.04245306357,-0.081710817,,0.815384615
1990-05-22,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,358.43,0.99937347,0.98,0.66,,,-0.16497461900000002,-0.726092068,1.0,3.04245306357,-0.091571475,,0.807692308
1990-05-23,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,359.29,0.999683564,0.98,0.7,,,-0.164340102,-0.717530663,1.0,3.04245306357,-0.077822451,,0.8
1990-05-24,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,358.41,1.000120116,0.92,0.68,,,-0.172738693,-0.719350156,1.0,3.04245306357,-0.07374815400000001,,0.7923076920000001
1990-05-25,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,354.58,1.000421603,0.9,0.68,,,-0.17473287199999998,-0.72362739,1.0,1.30763743276,-0.078367198,,0.784615385
1990-05-29,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,360.65,0.999817554,0.91,0.64,,,-0.180389692,-0.720683674,1.0,3.04245306357,-0.07175098099999999,,0.7769230770000001
1990-05-30,0.018585859,0.0192,0.520210165,16.37,17.39,0.0338,-2.8918474529400005,0.043654002000000004,360.86,0.999710662,0.9,0.59,,,-0.181018228,-0.71944464,1.0,3.04245306357,-0.079261308,,0.7692307690000001
1990-05-31,0.018585859,0.0192,0.47687172200000005,16.37,17.39,0.033,-2.48486922637,0.043654002000000004,361.23,0.9998430840000001,0.94,0.59,,,-0.184557439,-0.711098248,1.0,3.04245306357,-0.092293019,,0.7615384620000001
1990-06-01,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,363.16,0.9988542779999999,0.9,0.5,,,-0.18839675600000003,-0.707690685,1.0,3.04245306357,-0.086969652,,0.7538461540000001
1990-06-04,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,367.4,0.999931183,0.91,0.48,,,-0.18827930199999998,-0.699220532,1.0,3.04245306357,-0.090271638,,0.7461538459999999
1990-06-05,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,366.64,1.000208443,0.95,0.51,,,-0.185901435,-0.697638929,1.0,3.04245306357,-0.103524812,,0.7384615379999999
1990-06-06,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,364.96,0.9999415999999999,0.96,0.5,,,-0.18929016199999998,-0.70122273,1.0,3.04245306357,-0.10504691599999999,,0.7307692309999999
1990-06-07,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,363.15,0.999996496,0.93,0.5,,,-0.194409938,-0.700750646,1.0,1.43367831226,-0.108275185,,0.7230769229999999
1990-06-08,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,358.71,0.99999979,0.95,0.5,-4.87512489,,-0.208178439,-0.704843228,1.0,-2.64045427491,-0.102566978,,0.715384615
1990-06-11,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,361.63,1.000141517,0.97,0.49,-6.11512489,,-0.218788628,-0.701544372,1.0,-3.23210259261,-0.097838544,,0.7076923079999999
1990-06-12,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,366.25,1.00000849,0.95,0.49,-5.85512489,,-0.226880395,-0.703067665,1.0,-0.28185294066,-0.07435939700000001,,0.7
1990-06-13,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,364.9,0.9994294109999999,0.93,0.47,-5.07512589,,-0.23695518699999998,-0.705872615,1.0,0.353256120836,-0.065886759,,0.692307692
1990-06-14,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,362.9,0.999822497,1.01,0.46,-5.05512489,,-0.243243243,-0.703759155,1.0,-1.9806234129700002,-0.077572589,,0.684615385
1990-06-15,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,362.91,1.000557135,1.0,0.51,-6.55512489,,-0.251228501,-0.701775562,1.0,-2.6725424842,-0.09027461,,0.676923077
1990-06-18,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,356.88,1.000315705,0.99,0.57,-4.74512589,,-0.26429010399999997,-0.701775562,1.0,-4.25481540632,-0.115575018,,0.669230769
1990-06-19,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,358.47,1.000089427,0.98,0.51,-7.22512489,,-0.27098765399999997,-0.703331321,1.0,-2.6594057611,-0.120405714,,0.661538462
1990-06-20,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,359.1,1.000286124,0.99,0.52,-7.18512489,,-0.272104608,-0.702424777,1.0,-1.56561846359,-0.126426412,,0.653846154
1990-06-21,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,360.47,0.999805993,0.97,0.49,-7.73512489,,-0.272898369,-0.701883059,1.0,-1.01824749928,-0.077297102,,0.646153846
1990-06-22,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,355.43,0.999917845,0.96,0.47,-3.09512389,,-0.275471698,-0.712287532,1.0,-1.56561846359,-0.068224127,,0.6384615379999999
1990-06-25,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,352.31,1.000484856,0.98,0.53,-5.39512589,,-0.268789809,-0.718722883,1.0,-2.6290887925099997,-0.065946111,,0.630769231
1990-06-26,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,352.06,0.999888971,0.98,0.49,-6.16512389,,-0.270873168,-0.715860509,1.0,-4.25481540632,-0.07625754900000001,,0.623076923
1990-06-27,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,355.14,0.999711699,0.97,0.47,-6.45512489,,-0.275529865,-0.708491396,1.0,-4.25481540632,-0.08870958300000001,,0.615384615
1990-06-28,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,357.63,0.9996285420000001,0.98,0.47,-6.27512489,,-0.283870968,-0.709745107,1.0,-2.0630828343700003,-0.079603096,,0.607692308
1990-06-29,0.018585859,-0.0024,0.47687172200000005,16.95,17.82,0.033,-2.48486922637,0.046736503,358.02,0.999692995,0.98,0.43,-6.95512489,,-0.295601552,-0.708199552,1.0,1.97546289647,-0.079943835,,0.6
1990-07-02,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,359.54,0.9999815740000001,0.98,0.43,-6.19512489,,-0.296946069,-0.707308619,1.0,2.56711121417,-0.089152676,,0.592307692
1990-07-03,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,360.16,0.9997846509999999,0.98,0.44,-6.34512389,,-0.298302872,-0.705984089,1.0,2.56711121417,-0.09129002,,0.584615385
1990-07-05,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,355.68,1.000129642,0.97,0.5,-5.20512489,,-0.303010471,-0.708314603,1.0,0.832295583358,-0.10535532800000001,,0.576923077
1990-07-06,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,358.42,1.000642656,0.97,0.5,-6.04512489,,-0.294778586,-0.702498617,1.0,2.56711121417,-0.10366043400000001,,0.569230769
1990-07-09,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,359.52,1.000458545,0.98,0.51,-5.79512489,,-0.287525017,-0.702768161,1.0,3.04245306357,-0.09554579099999999,,0.561538462
1990-07-10,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,356.49,1.000027501,0.97,0.5,-5.53512489,,-0.279163857,-0.709646028,1.0,1.3796665476700003,-0.077082477,,0.553846154
1990-07-11,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,361.23,1.00000165,0.98,0.52,-5.77512489,,-0.279672578,-0.708217267,1.0,3.04245306357,-0.060470803,,0.546153846
1990-07-12,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,365.44,0.9995062259999999,0.95,0.56,-5.39512589,,-0.272229822,-0.713935155,1.0,3.04245306357,-0.027351817,,0.538461538
1990-07-13,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,367.31,0.999615302,0.96,0.6,-5.36512489,,-0.26265389899999997,-0.716627729,1.0,3.04245306357,-0.020106607,,0.5307692310000001
1990-07-16,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,368.95,0.9999058009999999,0.94,0.58,-5.70512489,,-0.259766964,-0.721254874,1.0,3.04245306357,-0.017328483000000002,,0.523076923
1990-07-17,0.029407592000000003,0.0234,0.488066768,16.81,17.75,0.0324,-2.51218200777,0.048192770999999995,367.52,0.999994348,0.93,0.57,-5.79512489,,-0.25412087899999997,-0.722402088,1.0,3.04245306357,-0.015777634,,0.515384615
