Date,CAY,NOS,BM,PE,CAPE,DP,PCAprice,CPI,SPX,BY,DEF,TERM,VRP,IC,BDI,PCR,MA,PCAtech,OIL,SI,SIM
1995-05-30,0.027901441000000003,0.0096,0.38647343,15.5,22.19,0.0261,-0.832243470915,0.031186441000000002,523.58,0.999052243,0.57,0.49,-9.93512489,,0.045477014,-0.632225559,1.0,-3.6677055071199995,0.013624200000000001,,0.7769230770000001
1995-05-31,0.027901441000000003,0.0096,0.37427951200000004,15.5,22.19,0.0254,-0.6371206570100001,0.031186441000000002,533.4,0.9999430840000001,0.57,0.49,-9.60512489,,0.034040454,-0.625052292,1.0,0.8730772943520001,0.016638079,,0.7692307690000001
1995-06-01,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,533.49,0.99902973,0.59,0.53,-10.24512489,,0.024114173,-0.62811254,1.0,2.51216901425,0.018783229,,0.7615384620000001
1995-06-02,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,532.51,0.998958252,0.59,0.52,-9.47512489,,0.008341511,-0.629841555,1.0,1.97898273465,0.028119495,,0.7538461540000001
1995-06-05,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,535.6,0.9997399229999999,0.59,0.4,-9.00512489,,-0.0034246579999999997,-0.62959305,1.0,3.04245306357,0.030608295,,0.7461538459999999
1995-06-06,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,535.55,0.999984392,0.59,0.39,-9.45512489,,-0.012670565,-0.626444549,1.0,1.97898273465,0.021725092,,0.7384615379999999
1995-06-07,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,533.13,1.00116172,0.59,0.46,-9.61512489,,-0.024201355,-0.627939702,1.0,0.8835401701540001,0.023317166,,0.7307692309999999
1995-06-08,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,532.35,1.0002623929999999,0.59,0.46,-9.56512489,,-0.033783784,-0.628757806,1.0,0.353256120836,0.017814899,,0.7230769229999999
1995-06-09,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,527.94,1.001705701,0.59,0.63,-9.69512489,,-0.042246759,-0.631583438,1.0,-3.1157961243199996,0.018162123,,0.715384615
1995-06-12,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,530.88,0.999820107,0.59,0.64,-10.54512489,,-0.047368420999999994,-0.629603741,1.0,-3.23210259261,0.022446103,,0.7076923079999999
1995-06-13,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,536.05,0.997746334,0.6,0.53,-11.16512489,,-0.058739934,-0.625204734,1.0,-0.233853778366,0.025540186,,0.7
1995-06-14,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,536.47,0.9999622570000001,0.61,0.54,-11.16512489,,-0.088694853,-0.627489409,1.0,2.51216901425,0.024140192999999997,,0.692307692
1995-06-15,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,537.12,1.000289092,0.6,0.53,-11.22512489,,-0.09380692199999999,-0.624851134,1.0,3.04245306357,0.024769634,,0.684615385
1995-06-16,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,539.83,1.000307206,0.6,0.55,-11.70512489,,-0.098826715,-0.619303533,1.0,3.04245306357,0.019326112,,0.676923077
1995-06-19,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,545.22,0.999236217,0.59,0.5,-11.24512489,,-0.10763733800000001,-0.612598863,1.0,3.04245306357,0.00503466,,0.669230769
1995-06-20,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,544.98,1.00024663,0.6,0.51,-11.29512489,,-0.113282985,-0.612706492,1.0,3.04245306357,-0.002164862,,0.661538462
1995-06-21,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,543.98,0.999721306,0.61,0.53,-11.13512489,,-0.119593998,-0.609818247,1.0,3.04245306357,-0.019931952,,0.653846154
1995-06-22,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,551.07,0.9990898140000001,0.6,0.5,-11.01512489,,-0.123245614,-0.605431729,1.0,3.04245306357,-0.017986785,,0.646153846
1995-06-23,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,549.71,1.00014356,0.6,0.52,-11.33512489,,-0.12505465699999999,-0.606119555,1.0,2.52263189005,-0.024616608999999998,,0.6384615379999999
1995-06-26,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,544.13,1.00049979,0.61,0.59,-10.65512489,,-0.125490196,-0.609710272,1.0,0.9033942629449999,-0.019968315,,0.630769231
1995-06-27,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,542.43,1.000420198,0.61,0.56,-10.08512489,,-0.127288579,-0.611705944,1.0,-0.823931883082,-0.013948641000000001,,0.623076923
1995-06-28,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,544.73,0.9995338220000001,0.6,0.53,-10.71512489,,-0.126692879,-0.612921315,1.0,-1.4110417822799999,-0.012858342,,0.615384615
1995-06-29,0.027901441000000003,-0.0081,0.37427951200000004,15.67,22.72,0.0254,-0.6371206570100001,0.030425962999999997,543.87,1.001695433,0.6,0.61,-10.86512489,,-0.128014029,-0.610834395,1.0,-1.4110417822799999,-0.022412400000000002,,0.607692308
1995-06-30,0.027901441000000003,-0.0081,0.37169194200000005,15.67,22.72,0.0248,-0.5068219412039999,0.030425962999999997,544.75,0.999426699,0.6,0.61,-11.07512489,,-0.12394865,-0.608088905,1.0,-2.57850467365,-0.028496461,,0.6
1995-07-03,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,547.09,0.9999655829999999,0.61,0.53,-10.88512489,,-0.12041181699999999,-0.60577504,1.0,0.8312718175380001,-0.028496461,,0.592307692
1995-07-05,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,547.26,0.9998041059999999,0.61,0.51,-10.35512489,,-0.117700317,-0.599820299,1.0,3.04245306357,-0.03285226,,0.584615385
1995-07-06,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,553.99,0.9986015009999999,0.61,0.52,-10.93512489,,-0.11743286300000001,-0.597396077,1.0,3.04245306357,-0.027841163999999998,,0.576923077
1995-07-07,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,556.37,0.9998165290000001,0.61,0.5,-10.68512489,,-0.11794171199999999,-0.592761962,1.0,3.04245306357,-0.031985553,,0.569230769
1995-07-10,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,557.19,0.99998899,0.61,0.51,-10.26512489,,-0.117030965,-0.597779341,1.0,3.04245306357,-0.029996617000000003,,0.561538462
1995-07-11,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,554.78,1.0004921979999999,0.61,0.53,-10.20512489,,-0.116871305,-0.599238555,1.0,3.04245306357,-0.03768407,,0.553846154
1995-07-12,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,560.89,1.000127846,0.61,0.55,-10.14512489,,-0.117913832,-0.596264609,1.0,3.04245306357,-0.038698078,,0.546153846
1995-07-13,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,561.0,0.999909168,0.62,0.54,-9.89512489,,-0.11543684900000001,-0.592568602,1.0,3.04245306357,-0.043333797,,0.538461538
1995-07-14,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,559.89,1.000580305,0.64,0.56,-10.37512489,,-0.118018018,-0.596680448,1.0,3.04245306357,-0.041119056,,0.5307692310000001
1995-07-17,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,562.72,1.0007101520000001,0.64,0.59,-10.19512489,,-0.122649955,-0.595900179,1.0,3.04245306357,-0.049127835999999994,,0.523076923
1995-07-18,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,558.46,1.000330484,0.64,0.64,-9.77512489,,-0.127725857,-0.600591614,1.0,3.04245306357,-0.038996729,,0.515384615
1995-07-19,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,550.98,1.001701785,0.66,0.85,-8.96512489,,-0.128989362,-0.603547181,1.0,-2.63768709711,-0.032345755,,0.507692308
1995-07-20,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,553.54,1.000101944,0.66,0.83,-9.67512489,,-0.132100396,-0.599401967,1.0,-3.23582440152,-0.053500754000000005,,0.5
1995-07-21,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,553.62,1.000925715,0.66,0.92,-10.08512489,,-0.13330419599999999,-0.601107787,1.0,-1.6205606634999998,-0.061854657,,0.492307692
1995-07-24,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,556.63,0.9994062909999999,0.65,0.85,-9.90512489,,-0.13527620699999998,-0.599355927,1.0,-0.542905649876,-0.061323817999999995,,0.484615385
1995-07-25,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,561.1,0.999684352,0.63,0.81,-9.68512489,,-0.135497835,-0.595768414,1.0,1.8636948466699998,-0.061822855,,0.47692307700000003
1995-07-26,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,561.61,1.000444362,0.63,0.85,-9.27512489,,-0.13229572,-0.601969119,1.0,3.04245306357,-0.043418421,,0.469230769
1995-07-27,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,565.22,0.999560487,0.62,0.85,-9.27512489,,-0.133189655,-0.599433868,1.0,3.04245306357,-0.038698078,,0.46153846200000004
1995-07-28,0.025895317999999997,-0.0099,0.37169194200000005,16.07,23.37,0.0248,-0.5068219412039999,0.028301887,562.93,1.000528841,0.62,0.91,-9.27512489,,-0.135876554,-0.601452018,1.0,3.04245306357,-0.043133347,,0.453846154
1995-07-31,0.025895317999999997,-0.0099,0.364179322,16.07,23.37,0.0241,-0.39903220666,0.028301887,562.06,0.999659933,0.62,0.85,-8.96512489,,-0.13719642099999999,-0.605699492,1.0,3.04245306357,-0.038324091,,0.446153846
1995-08-01,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.64,1.000441479,0.63,0.89,-8.89512489,,-0.13690476199999999,-0.603214732,1.0,2.04729004065,-0.039380506,,0.438461538
1995-08-02,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,558.8,0.999468001,0.63,0.85,-8.79512489,,-0.133134836,-0.602603685,1.0,-1.8863836316900002,-0.037646052,,0.43076923100000003
1995-08-03,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,558.75,1.000796089,0.63,0.94,-8.67512489,,-0.125853242,-0.602675534,1.0,-1.4110417822799999,-0.040679118,,0.423076923
1995-08-04,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,558.94,0.999771077,0.63,0.92,-9.24512489,,-0.122335891,-0.60237262,1.0,-3.23210259261,-0.035308804,,0.415384615
1995-08-07,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,560.03,0.999801073,0.63,0.91,-9.35512489,,-0.117797695,-0.600895204,1.0,-3.17015299134,-0.034061219,,0.40769230799999995
1995-08-08,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,560.39,0.9998953190000001,0.62,0.92,-9.39512489,,-0.113062099,-0.601757642,1.0,-3.2596523833999997,-0.037177825,,0.4
1995-08-09,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.71,0.9999937190000001,0.63,0.91,-9.70512489,,-0.10824742300000001,-0.604032182,1.0,-3.23416913453,-0.038093779,,0.39230769200000004
1995-08-10,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,557.45,1.000368425,0.63,0.94,-9.45512489,,-0.098658589,-0.605542087,1.0,-4.25481540632,-0.034967469,,0.384615385
1995-08-11,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,555.11,1.0007507690000002,0.63,1.0,-9.55512489,,-0.09351892099999999,-0.608482366,1.0,-4.25481540632,-0.02458035,,0.37692307700000005
1995-08-14,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.74,1.0000450140000001,0.63,0.99,-9.21512489,,-0.08548882099999999,-0.603639922,1.0,-2.51999977551,-0.037125516000000004,,0.36923076899999996
1995-08-15,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,558.57,0.999820093,0.63,0.95,-10.10512489,,-0.073418841,-0.604936952,1.0,-3.0356595762700005,-0.032326714,,0.361538462
1995-08-16,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.97,0.999714007,0.62,0.94,-10.00512489,,-0.06342117,-0.602683875,1.0,-0.122085728567,-0.031954837,,0.35384615399999997
1995-08-17,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.04,1.000256952,0.62,0.96,-10.32512489,,-0.052702703,-0.606167561,1.0,-0.122085728567,-0.036988585,,0.346153846
1995-08-18,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.21,1.000015413,0.62,0.96,-10.42512489,,-0.045742754000000004,-0.608498755,1.0,0.8693554854459999,-0.035900983,,0.33846153799999995
1995-08-21,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,558.11,0.999725775,0.62,0.92,-9.03512489,,-0.03696942,-0.615317592,1.0,-3.06864160412,-0.026090903999999998,,0.330769231
1995-08-22,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.52,1.000257656,0.62,0.94,-9.85512489,,-0.028033087999999998,-0.614380252,1.0,1.3248520301,-0.019691999999999998,,0.323076923
1995-08-23,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,557.14,1.000288195,0.63,1.0,-9.28512489,,-0.018072289,-0.617444546,1.0,-3.70951098393,-0.033870331000000004,,0.315384615
1995-08-24,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,557.46,0.999095295,0.62,0.98,-9.51512489,,-0.010732618000000001,-0.616440262,1.0,-1.56838564139,-0.037038151,,0.307692308
1995-08-25,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,560.1,0.99881752,0.62,0.88,-10.12512489,,-0.003287929,-0.613924635,1.0,1.2646309436799998,-0.032549279,,0.3
1995-08-28,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,559.05,0.9995501729999999,0.63,0.86,-9.97512489,,-0.003287929,-0.613209018,1.0,3.04245306357,-0.026242914,,0.292307692
1995-08-29,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,560.0,1.000161789,0.63,0.86,-9.80512489,,0.00141844,-0.612015217,1.0,3.04245306357,-0.024633989,,0.284615385
1995-08-30,0.025895317999999997,0.0165,0.364179322,16.01,23.28,0.0241,-0.39903220666,0.026174497,560.92,0.999725467,0.63,0.87,-10.42512489,,0.00620229,-0.610873865,1.0,3.04245306357,-0.015584968999999999,,0.276923077
1995-08-31,0.025895317999999997,0.0165,0.36505676600000003,16.01,23.28,0.0242,-0.356000335185,0.026174497,561.88,0.99950593,0.63,0.83,-10.93512489,,0.010091302,-0.614948692,1.0,3.04245306357,-0.016949064,,0.269230769
1995-09-01,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,563.84,0.999391647,0.63,0.77,-11.16512489,,0.019951338,-0.616013606,1.0,3.04245306357,-0.013976322,,0.26153846199999997
1995-09-05,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,569.17,0.999575071,0.63,0.69,-10.80512489,,0.024185587,-0.616178698,1.0,3.04245306357,0.00023380599999999998,,0.253846154
1995-09-06,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,570.17,0.9998772220000001,0.62,0.69,-10.80512489,,0.025793651,-0.611329191,1.0,3.04245306357,-0.00796893,,0.246153846
1995-09-07,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,570.29,1.000379297,0.61,0.71,-10.60512489,,0.026473526,-0.610368293,1.0,3.04245306357,-0.01033524,,0.238461538
1995-09-08,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,572.68,1.000311198,0.62,0.72,-11.29512489,,0.026566416000000002,-0.609792319,1.0,3.04245306357,-0.003985456,,0.23076923100000002
1995-09-11,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,573.91,1.000018666,0.62,0.74,-10.94512489,,0.024610747999999998,-0.60891455,1.0,3.04245306357,-0.0032794779999999997,,0.223076923
1995-09-12,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,576.51,0.999222519,0.61,0.69,-10.99512489,,0.020130851,-0.609756203,1.0,3.04245306357,0.004214211,,0.215384615
1995-09-13,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,578.77,1.000147662,0.61,0.71,-11.10512489,,0.016137166,-0.607560897,1.0,3.04245306357,0.0037642229999999997,,0.20769230800000002
1995-09-14,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,583.61,0.999023117,0.62,0.64,-11.35512489,,0.008040201,-0.604824997,1.0,3.04245306357,0.009314984,,0.2
1995-09-15,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,583.35,1.000236273,0.62,0.65,-10.87512489,,0.0015022529999999998,-0.606201841,1.0,3.04245306357,0.011160215,,0.192307692
1995-09-18,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,582.77,1.000597861,0.62,0.76,-10.11512489,,0.000500501,-0.608282538,1.0,3.04245306357,0.009040884,,0.184615385
1995-09-19,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,584.2,0.9997429320000001,0.62,0.78,-9.78512489,,0.000501002,-0.605906728,1.0,3.04245306357,0.013263707,,0.17692307699999998
1995-09-20,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,586.77,0.999591195,0.61,0.76,-10.10512489,,-0.002506266,-0.600790641,1.0,3.04245306357,0.009870754,,0.16923076899999998
1995-09-21,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,583.0,1.001039778,0.62,0.81,-9.95512489,,-0.009004502,-0.60227969,1.0,3.04245306357,-0.004673846,,0.161538462
1995-09-22,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,581.73,1.000446122,0.61,0.9,-9.99512489,,-0.010994503000000001,-0.599008947,1.0,0.325270162022,-0.012164516,,0.153846154
1995-09-25,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,581.81,1.0001225740000002,0.62,0.93,-9.23512489,,-0.01793722,-0.600347238,1.0,-0.8673926268809999,0.004749167,,0.146153846
1995-09-26,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,581.41,1.000198452,0.62,0.83,-9.55512489,,-0.017982018,-0.599944664,1.0,-2.02036234786,0.00075246,,0.138461538
1995-09-27,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,581.04,1.000202384,0.62,0.88,-9.55512489,,-0.021510755,-0.6005494,1.0,-3.7794735569199998,0.007479424,,0.13076923099999999
1995-09-28,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,585.87,0.999821128,0.62,0.84,-9.99512489,,-0.0231272,-0.599709339,1.0,-0.825502096062,0.009393189,,0.123076923
1995-09-29,0.025895317999999997,0.0273,0.36505676600000003,16.45,23.94,0.0242,-0.356000335185,0.02545211,584.41,0.998920549,0.61,0.77,-9.71512489,,-0.029813037,-0.599705319,1.0,0.353256120836,0.002234158,,0.115384615
1995-10-02,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,581.72,0.999739898,0.62,0.62,-8.50512489,,-0.034605598,-0.606087664,1.0,-3.07605718942,0.003212435,,0.10769230800000001
1995-10-03,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,582.34,0.999788625,0.62,0.62,-7.95512489,,-0.03887468,-0.601839932,1.0,-3.6677055071199995,0.009248635,,0.1
1995-10-04,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,581.47,0.999889267,0.62,0.65,-7.59512489,,-0.047203694000000004,-0.601028057,1.0,-4.25481540632,0.005812581999999999,,0.092307692
1995-10-05,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,582.63,0.999399591,0.62,0.62,-6.71512489,,-0.050541515999999995,-0.594482464,1.0,-3.12932034109,-0.00205462,,0.084615385
1995-10-06,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,582.49,0.999963955,0.62,0.59,-8.47512489,,-0.056272586,-0.594651302,1.0,-3.08735251496,-0.001273218,,0.076923077
1995-10-09,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,578.37,0.999963955,0.62,0.59,-7.60512489,,-0.067044868,-0.60231522,1.0,-4.25481540632,0.011439498000000001,,0.069230769
1995-10-10,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,577.52,1.000096697,0.62,0.6,-7.48512489,,-0.07621009299999999,-0.602563539,1.0,-4.25481540632,0.00805204,,0.061538462
1995-10-11,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,579.46,1.000202868,0.63,0.62,-7.88512489,,-0.08843187699999999,-0.600103191,1.0,-4.25481540632,0.006325403,,0.05384615400000001
1995-10-12,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,583.1,0.9998145509999999,0.62,0.61,-8.21512489,,-0.099283521,-0.5954085,1.0,-1.47314381391,0.0022891120000000003,,0.046153846
1995-10-13,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,584.5,0.998984691,0.62,0.52,-8.78512489,,-0.108784474,-0.597817129,1.0,2.51216901425,0.013941201,,0.038461537999999997
1995-10-16,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,583.03,0.9999390229999999,0.62,0.48,-7.83512489,,-0.116836735,-0.598723124,1.0,2.56711121417,0.015328153999999998,,0.030769231
1995-10-17,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,586.78,0.9999963409999999,0.62,0.54,-8.42512489,,-0.12551020400000001,-0.593984552,1.0,3.04245306357,0.019338653,,0.023076923
1995-10-18,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,587.44,1.000200155,0.63,0.58,-8.40512489,,-0.13740458,-0.59328139,1.0,3.04245306357,0.014034973000000001,,0.015384615
1995-10-19,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,590.65,0.9999117000000001,0.63,0.57,-8.90512489,,-0.148148148,-0.590565648,1.0,3.04245306357,0.008610201999999999,,0.007692308
1995-10-20,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,587.46,1.00059113,0.63,0.61,-8.99512489,,-0.164901664,-0.595146633,1.0,3.04245306357,0.016303876999999998,,0.0
1995-10-23,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,585.06,1.000331922,0.63,0.69,-8.28512489,,-0.175050302,-0.597176085,1.0,2.46432896265,0.010988913999999999,,0.0
1995-10-24,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,586.54,0.999521964,0.63,0.64,-8.60512489,,-0.18728092100000002,-0.59574091,1.0,2.44338916057,0.011175445,,0.0
1995-10-25,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,582.47,0.9997712609999999,0.63,0.61,-7.96512489,,-0.20577977100000003,-0.599776163,1.0,-0.398357542951,0.010918238,,0.0
1995-10-26,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,576.72,1.000580805,0.63,0.68,-6.86512489,,-0.21631029300000001,-0.607769885,1.0,-4.25481540632,0.007978079,,0.0
1995-10-27,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,579.7,0.999935716,0.64,0.64,-7.82512489,,-0.226686508,-0.604884526,1.0,-3.7794735569199998,0.009765465,,0.007692308
1995-10-30,0.026586919,-0.0112,0.355050595,16.76,23.93,0.0235,-0.225147092215,0.027443106000000002,583.25,0.9998968090000001,0.64,0.57,-8.19512489,,-0.234074074,-0.603886029,1.0,-2.16586508589,0.012502144,,0.015384615
1995-10-31,0.026586919,-0.0112,0.356760614,16.76,23.93,0.0234,-0.19156811084699998,0.027443106000000002,581.5,0.999894306,0.66,0.55,-8.62512489,,-0.23793103399999999,-0.606222353,1.0,-4.25481540632,0.011222703999999998,,0.023076923
1995-11-01,0.026586919,0.0114,0.356760614,17.33,24.35,0.0234,-0.19156811084699998,0.026034712999999998,584.22,0.99949219,0.66,0.5,-9.04512489,,-0.24484789,-0.605231883,1.0,-1.6075950777599999,0.011409876999999999,,0.030769231
