Date,CL1,CL4,OIL
1983/3/30,29.4,28.95,
1983/3/31,29.29,28.85,
1983/4/4,29.44,29.05,
1983/4/5,29.71,29.2,
1983/4/6,29.9,29.33,
1983/4/7,30.17,29.65,
1983/4/8,30.38,30,
1983/4/11,30.26,29.9,
1983/4/12,30.83,30.54,
1983/4/13,30.82,30.56,
1983/4/14,30.69,30.5,
1983/4/15,30.48,30.2,
1983/4/18,30.75,30.5,
1983/4/19,30.75,30.55,
1983/4/20,30.7,30.55,
1983/4/21,30.68,30.55,
1983/4/22,30.75,30.65,
1983/4/25,30.84,30.73,
1983/4/26,30.71,30.6,
1983/4/27,30.78,30.75,
1983/4/28,30.74,30.75,
1983/4/29,30.63,30.65,
1983/5/2,30.61,30.55,
1983/5/3,30.5,30.35,
1983/5/4,30.42,30.23,
1983/5/5,30.2,30,
1983/5/6,30.45,29.95,
1983/5/9,30.1,29.65,
1983/5/10,30.31,29.77,
1983/5/11,29.97,29.52,
1983/5/12,29.72,29.3,
1983/5/13,29.8,29.35,
1983/5/16,30.12,29.75,
1983/5/17,29.91,29.78,
1983/5/18,29.75,29.73,
1983/5/19,29.95,29.78,
1983/5/20,30.3,30.3,
1983/5/23,30.27,30.2,
1983/5/24,30.05,30,
1983/5/25,30.25,30.2,
1983/5/26,30.31,30.2,
1983/5/27,30.19,30.15,
1983/5/31,30.25,30.03,
1983/6/1,30.33,30.15,
1983/6/2,30.4,30.15,
1983/6/3,30.36,30.2,
1983/6/6,30.35,30.1,
1983/6/7,30.59,30.32,
1983/6/8,30.6,30.4,
1983/6/9,30.49,30.35,
1983/6/10,30.77,30.53,
1983/6/13,31,30.72,
1983/6/14,31,30.75,
1983/6/15,31.3,31,
1983/6/16,31.6,31.22,
1983/6/17,31.4,31.14,
1983/6/20,31.42,31.15,
1983/6/21,31.18,30.9,
1983/6/22,30.95,30.7,
1983/6/23,31.1,30.9,
1983/6/24,31.2,30.95,
1983/6/27,31.2,31,
1983/6/28,31.24,31,
1983/6/29,31.2,31,
1983/6/30,31.38,31.15,
1983/7/1,31.35,31.15,0.034588977
1983/7/5,31.27,31.1,0.034982064
1983/7/6,31.2,31,0.031008457
1983/7/7,31.4,31.13,0.031546797
1983/7/8,31.4,31.2,0.029617585
1983/7/11,31.64,31.3,0.028211777
1983/7/12,31.72,31.35,0.024211924
1983/7/13,31.87,31.65,0.027710875
1983/7/14,31.85,31.67,0.018240404
1983/7/15,31.7,31.65,0.015905912
1983/7/18,31.7,31.5,0.016759423
1983/7/19,31.62,31.6,0.019954923
1983/7/20,31.65,31.6,0.016073875
1983/7/21,31.51,31.45,0.013437189
1983/7/22,31.46,31.41,0.012747504
1983/7/25,31.4,31.31,0.011918433
1983/7/26,31.53,31.4,0.012293492
1983/7/27,31.73,31.55,0.013907512
1983/7/28,31.82,31.65,0.016978749
1983/7/29,32,31.82,0.017304858
1983/8/1,32.12,32.1,0.018930416
1983/8/2,32.2,32.1,0.021425393
1983/8/3,32.2,32.05,0.022844657
1983/8/4,32.14,32.05,0.024887177
1983/8/5,32.15,32.06,0.02674283
1983/8/8,32.05,31.99,0.028706779
1983/8/9,31.94,31.81,0.027938085
1983/8/10,32.14,32,0.035021175
1983/8/11,31.95,31.96,0.030692028
1983/8/12,31.99,31.95,0.034897887
1983/8/15,32,32.04,0.038282358
1983/8/16,31.98,31.95,0.037270354
1983/8/17,31.87,31.9,0.029895093
1983/8/18,31.72,31.64,0.027408485
1983/8/22,31.53,31.48,0.025529062
1983/8/23,31.65,31.56,0.026449021
1983/8/24,31.57,31.46,0.017831953
1983/8/25,31.73,31.63,0.021463129
1983/8/26,31.8,31.67,0.025305865
1983/8/29,31.66,31.58,0.020503968
1983/8/30,31.68,31.55,0.02077823
1983/8/31,31.59,31.46,0.020262309
1983/9/1,31.6,31.38,0.02213175
1983/9/2,31.57,31.38,0.019987265
1983/9/6,31.36,31.09,0.017088738
1983/9/7,31.38,31.1,0.016645996
1983/9/8,31.34,31.05,0.017532497
1983/9/9,31.21,30.91,0.012564572
1983/9/12,31.15,30.78,0.010584467
1983/9/13,31.23,31.03,0.012413289
1983/9/14,31.4,31.2,0.012202844
1983/9/15,31.48,31.35,0.010613512
1983/9/16,31.55,31.4,0.011154243
1983/9/19,31.45,31.27,0.006258956
1983/9/20,31.33,31.15,0.001527496
1983/9/21,31.39,31.19,0.003472707
1983/9/22,31.3,31.1,0.002086287
1983/9/23,31.3,31.1,0.005585858
1983/9/26,31.22,31.01,0.007294523
1983/9/27,31.11,30.9,0.002941532
1983/9/28,30.76,30.6,-0.002674322
1983/9/29,30.6,30.46,-0.005640267
1983/9/30,30.36,30.25,-0.009059927
1983/10/3,29.92,29.65,-0.015400105
1983/10/4,30.18,29.9,-0.013738816
1983/10/5,30.2,30.03,-0.013451108
1983/10/6,30.26,29.95,-0.011891465
1983/10/7,30.47,30.15,-0.00748924
1983/10/10,30.85,30.5,-0.003923952
1983/10/11,30.57,30.25,-0.008859155
1983/10/12,30.52,30.27,-0.010959808
1983/10/13,30.66,30.39,-0.009665395
1983/10/14,30.55,30.28,-0.0153625
1983/10/17,30.61,30.32,-0.014784734
1983/10/18,30.68,30.36,-0.013518359
1983/10/19,30.32,29.9,-0.016581357
1983/10/20,30.3,29.94,-0.018244454
1983/10/21,30.33,29.95,-0.017814672
1983/10/24,30.44,30.1,-0.014176002
1983/10/25,30.43,30.08,-0.013765984
1983/10/26,30.23,29.86,-0.01524492
1983/10/27,30.31,29.91,-0.015343712
1983/10/28,30.26,29.9,-0.01813044
1983/10/31,30.37,30.03,-0.017928922
1983/11/1,30.38,30.07,-0.020112406
1983/11/2,30.35,30.08,-0.024346337
1983/11/3,30.42,30.18,-0.023345823
1983/11/4,30.46,30.28,-0.022098135
1983/11/7,30.39,30.16,-0.023097334
1983/11/8,30.38,30.15,-0.023375748
1983/11/9,30.38,30.06,-0.022426471
1983/11/10,30.26,29.85,-0.021694745
1983/11/11,30.14,29.58,-0.02600673
1983/11/14,30.15,29.5,-0.025319454
1983/11/15,30.17,29.38,-0.024895552
1983/11/16,29.95,29.08,-0.029295681
1983/11/21,29.14,28.8,-0.039981315
1983/11/22,29.04,28.74,-0.040794071
1983/11/23,29.19,28.83,-0.03500238
1983/11/28,29.69,29.4,-0.025424526
1983/11/29,29.39,28.95,-0.030937408
1983/11/30,29.23,28.8,-0.031929903
1983/12/1,29.28,28.87,-0.03352812
1983/12/2,29.38,28.9,-0.032596272
1983/12/5,29.3,28.7,-0.032544505
1983/12/6,29.29,28.6,-0.032279992
1983/12/7,29.06,28.4,-0.034463108
1983/12/8,29.27,28.7,-0.030230217
1983/12/9,29.31,28.66,-0.029637121
1983/12/12,29.27,28.73,-0.026198
1983/12/13,29.21,28.52,-0.027228832
1983/12/14,29.28,28.48,-0.025490532
1983/12/15,29.11,28.1,-0.0260568
1983/12/16,28.57,27.76,-0.032358375
1983/12/19,28.38,27.82,-0.038769384
1983/12/20,28.76,28.25,-0.035365712
1983/12/21,28.88,28.3,-0.035640356
1983/12/22,29.08,28.62,-0.033335246
1983/12/23,29.44,29,-0.026190076
1983/12/27,29.85,29.45,-0.018513716
1983/12/28,29.98,29.46,-0.017183746
1983/12/29,29.66,28.95,-0.020589242
1983/12/30,29.6,28.7,-0.021468678
1984/1/3,29.4,28.51,-0.023154436
1984/1/4,29.5,28.7,-0.020136463
1984/1/5,29.3,28.6,-0.018853806
1984/1/6,29.18,28.55,-0.018644611
1984/1/9,29.47,28.69,-0.011345243
1984/1/10,29.45,28.85,-0.002939399
1984/1/11,29.46,28.86,-0.006438446
1984/1/12,29.51,29,-0.007586123
1984/1/13,29.58,29.2,-0.005398657
1984/1/16,29.72,29.58,-0.006238511
1984/1/17,29.57,29.45,-0.013448515
1984/1/18,29.79,29.47,-0.006654876
1984/1/23,29.52,29.09,-0.010896068
1984/1/24,29.7,29.28,-0.009974251
1984/1/25,29.78,29.35,-0.007231177
1984/1/26,29.95,29.35,-0.00533237
1984/1/27,30.14,29.46,-0.003158519
1984/1/30,29.89,29.17,-0.000145273
1984/1/31,29.98,29.38,0.000579833
1984/2/1,30.3,29.8,0.005045802
1984/2/2,30.19,29.75,0.001296617
1984/2/3,30.11,29.78,0.000432924
1984/2/6,30.16,29.75,0.004341534
1984/2/7,30.04,29.57,0.001883515
1984/2/8,30.04,29.54,0.00202874
1984/2/9,29.83,29.33,-0.002902079
1984/2/10,29.83,29.33,-0.003480175
1984/2/13,29.63,29.15,-0.00654618
1984/2/14,29.74,29.23,-0.006378271
1984/2/15,29.83,29.25,-0.006502617
1984/2/16,29.91,29.33,-0.003614924
1984/2/21,29.79,29.4,-0.005216813
1984/2/22,29.79,29.4,-0.003918473
1984/2/23,29.92,29.52,0.001017254
1984/2/24,30.1,29.73,0.007568326
1984/2/27,30.79,30.4,0.018587673
1984/2/28,30.45,30.07,0.015535506
1984/2/29,30.55,30.2,0.021416812
1984/3/1,30.73,30.39,0.028170072
1984/3/2,30.7,30.41,0.028651612
1984/3/5,30.78,30.53,0.028423973
1984/3/6,30.73,30.48,0.01921523
1984/3/7,30.75,30.43,0.026196552
1984/3/8,30.8,30.5,0.029158229
1984/3/9,30.99,30.68,0.030774792
1984/3/12,30.91,30.68,0.029201162
1984/3/13,30.86,30.54,0.031514025
1984/3/14,30.91,30.47,0.033732972
1984/3/15,30.85,30.31,0.035936828
1984/3/16,30.64,30.12,0.028406864
1984/3/19,30.49,30.29,0.026881238
1984/3/20,30.52,30.35,0.026248903
1984/3/21,30.42,30.25,0.028009689
1984/3/22,30.55,30.24,0.03047123
1984/3/23,30.61,30.32,0.03715701
1984/3/26,30.59,30.36,0.042160015
1984/3/27,30.72,30.48,0.043064086
1984/3/28,30.65,30.39,0.035412027
1984/3/29,30.86,30.56,0.037609486
1984/3/30,30.85,30.6,0.032585539
1984/4/2,30.8,30.51,0.026152719
1984/4/3,30.85,30.54,0.020169869
1984/4/4,30.81,30.51,0.019458956
1984/4/5,30.78,30.46,0.026620047
1984/4/6,30.75,30.4,0.029963223
1984/4/9,30.72,30.4,0.032423994
1984/4/10,30.78,30.5,0.030386719
1984/4/11,30.8,30.56,0.032184683
1984/4/12,30.7,30.48,0.031532263
1984/4/13,30.68,30.47,0.029124807
1984/4/16,30.69,30.46,0.026851071
1984/4/17,30.66,30.44,0.026275824
1984/4/23,30.57,30.44,0.022897441
1984/4/24,30.63,30.44,0.020764145
1984/4/25,30.55,30.39,0.014013045
1984/4/26,30.48,30.34,0.014929664
1984/4/27,30.43,30.33,0.013921817
1984/4/30,30.26,30.16,0.017125202
1984/5/1,30.29,30.19,0.014728201
1984/5/2,30.17,30.15,0.011967205
1984/5/3,30.16,30.15,0.011823232
1984/5/4,30.25,30.27,0.011492636
1984/5/7,30.16,30.21,0.014494908
1984/5/8,30.22,30.23,0.012242669
1984/5/9,30.34,30.35,0.007799312
1984/5/10,30.34,30.37,0.008528606
1984/5/11,30.36,30.48,0.008377074
1984/5/14,30.59,30.73,0.012092507
1984/5/15,30.6,30.76,0.014870102
1984/5/16,30.98,31.2,0.020670922
1984/5/17,30.73,30.99,0.020250497
1984/5/18,30.75,31.1,0.020533057
1984/5/21,30.93,31.06,0.025741361
1984/5/22,30.67,30.86,0.020884961
1984/5/23,30.6,30.8,0.019595556
1984/5/24,30.75,30.95,0.020533057
1984/5/25,30.88,31.04,0.021329961
1984/5/29,30.71,30.9,0.018932486
1984/5/30,30.81,30.95,0.018575345
1984/5/31,30.83,30.86,0.015778616
1984/6/1,30.7,30.78,0.004264792
1984/6/4,30.75,30.81,0.009711692
1984/6/5,30.73,30.9,0.007555617
1984/6/6,30.55,30.71,0.002280514
1984/6/7,30.4,30.5,-0.000142837
1984/6/8,30.37,30.45,-0.002282012
1984/6/11,30.15,30.23,-0.004727646
1984/6/12,30.17,30.25,-0.003726642
1984/6/13,30.1,30.17,-0.005733344
1984/6/14,30.18,30.32,-0.00713612
1984/6/15,30.03,30.2,-0.009300023
1984/6/18,29.79,29.94,-0.01079853
1984/6/19,29.87,30.02,-0.008637232
1984/6/20,29.74,29.96,-0.008244972
1984/6/21,29.34,29.69,-0.011394858
1984/6/22,29.26,29.68,-0.015024952
1984/6/25,29.55,29.9,-0.01160121
1984/6/26,29.36,29.79,-0.012969328
1984/6/27,29.25,29.86,-0.014455916
1984/6/28,29.56,30.02,-0.011024767
1984/6/29,29.75,30.12,-0.008814797
1984/7/2,29.59,29.97,-0.012869998
1984/7/3,29.5,30,-0.012908684
1984/7/5,29.57,30.03,-0.014302025
1984/7/6,29.65,30.14,-0.013696729
1984/7/9,29.47,29.96,-0.015062072
1984/7/10,29.4,29.92,-0.016521702
1984/7/11,29.35,29.92,-0.016834102
1984/7/12,29.08,29.72,-0.020135497
1984/7/13,28.95,29.66,-0.021225016
1984/7/16,28.88,29.6,-0.022276395
1984/7/17,28.99,29.61,-0.022051624
1984/7/18,28.82,29.24,-0.025459373
1984/7/23,28.35,28.63,-0.031461899
1984/7/24,28.15,28.43,-0.034394055
1984/7/25,28,28.34,-0.036571868
1984/7/26,27.77,28.19,-0.039868768
1984/7/27,27.7,28.16,-0.040964879
1984/7/30,27.64,28.13,-0.041906609
1984/7/31,27.6,28.19,-0.041821618
1984/8/1,28.13,28.7,-0.032845844
1984/8/2,29.07,29.6,-0.018427379
1984/8/3,28.78,29.2,-0.020340548
1984/8/6,29.12,29.58,-0.015671742
1984/8/7,29.31,29.72,-0.012271498
1984/8/8,29.38,29.82,-0.011235525
1984/8/9,29.35,29.78,-0.013404315
1984/8/10,29.08,29.48,-0.016556323
1984/8/13,29.15,29.55,-0.015799588
1984/8/14,29.25,29.7,-0.016032825
1984/8/15,29.19,29.65,-0.017210697
1984/8/16,28.99,29.62,-0.021766747
1984/8/17,29.03,29.71,-0.024715524
1984/8/20,29.44,29.74,-0.019048525
1984/8/21,29.68,29.88,-0.021690697
1984/8/22,29.88,30.18,-0.015840983
1984/8/23,29.77,29.98,-0.018981554
1984/8/24,29.91,30.09,-0.016385038
1984/8/27,29.86,30.09,-0.014306118
1984/8/28,29.87,30.12,-0.013315494
1984/8/29,29.75,30.06,-0.017173683
1984/8/30,29.28,29.7,-0.02535064
1984/8/31,29.23,29.7,-0.024129664
1984/9/4,29.04,29.53,-0.027664041
1984/9/5,28.88,29.27,-0.028798733
1984/9/6,29.28,29.72,-0.021697543
1984/9/7,29.22,29.68,-0.023011487
1984/9/10,29.36,29.82,-0.022202428
1984/9/11,29.53,29.95,-0.017016369
1984/9/12,29.31,29.71,-0.017284021
1984/9/13,29.35,29.71,-0.015979191
1984/9/14,29.28,29.59,-0.013867075
1984/9/17,29.2,29.51,-0.015342528
1984/9/18,29.47,29.52,-0.010195174
1984/9/19,29.62,29.67,-0.010144143
1984/9/20,29.58,29.6,-0.009008773
1984/9/21,29.47,29.55,-0.00687166
1984/9/24,29.48,29.57,-0.007883209
1984/9/25,29.55,29.64,-0.005984324
1984/9/26,29.54,29.68,-0.002199707
1984/9/27,29.58,29.7,-0.001465727
1984/9/28,29.66,29.77,-0.003500042
1984/10/1,29.69,29.83,-0.001460306
1984/10/2,29.62,29.75,-0.003504749
1984/10/3,29.54,29.61,-0.007000197
1984/10/4,29.47,29.54,-0.009474832
1984/10/5,29.4,29.45,-0.008339413
1984/10/8,29.37,29.44,-0.009217308
1984/10/9,29.45,29.5,-0.008470033
1984/10/10,29.33,29.39,-0.011831185
1984/10/11,29.28,29.36,-0.009970737
1984/10/12,29.06,29.18,-0.012665979
1984/10/15,28.79,28.81,-0.016719924
1984/10/16,28.67,28.71,-0.015621112
1984/10/17,27.85,27.8,-0.027345947
1984/10/18,27.54,27.48,-0.031327775
1984/10/19,27.7,27.41,-0.028958638
1984/10/22,28.45,28,-0.011895098
1984/10/23,28.36,27.9,-0.004115122
1984/10/24,28.51,28.14,0.001220358
1984/10/25,28.65,28.27,0.00472478
1984/10/26,28.58,28.19,0.005967149
1984/10/29,28.41,27.95,0.003838583
1984/10/30,28.22,27.73,0.001387277
1984/10/31,28.46,27.99,0.00413982
1984/11/1,28.74,28.28,0.000604867
1984/11/2,28.65,28.17,-0.014167085
1984/11/5,28.55,28,-0.009776739
1984/11/6,28.7,28.17,-0.013116273
1984/11/7,28.73,28.28,-0.014713179
1984/11/8,28.68,28.2,-0.016928492
1984/11/9,28.53,28.1,-0.018622922
1984/11/12,28.42,27.71,-0.015903406
1984/11/13,28.46,27.86,-0.016322589
1984/11/14,28.44,27.91,-0.018826857
1984/11/19,27.83,27.4,-0.027511491
1984/11/20,27.85,27.46,-0.026759855
1984/11/21,27.74,27.38,-0.029796195
1984/11/26,27.16,26.77,-0.039411199
1984/11/27,27.31,26.92,-0.039058893
1984/11/28,27.32,26.98,-0.04323854
1984/11/29,27.48,27.13,-0.0378149
1984/11/30,27.31,26.93,-0.042100488
1984/12/3,27.3,26.93,-0.042259541
1984/12/4,27.52,27.15,-0.039206538
1984/12/5,27.7,27.36,-0.035509207
1984/12/6,27.68,27.31,-0.030590364
1984/12/7,27.46,27,-0.034055916
1984/12/10,27.45,26.96,-0.031721098
1984/12/11,27.25,26.89,-0.031056216
1984/12/12,26.72,26.6,-0.046212351
1984/12/13,26.57,26.72,-0.048072342
1984/12/14,26.45,26.7,-0.052081963
1984/12/26,26.79,26.52,-0.048424113
1984/12/27,26.34,26,-0.052286881
1984/12/28,26.41,26.05,-0.051134251
1985/1/2,25.92,25.63,-0.057509968
1985/1/3,25.84,25.65,-0.0576767
1985/1/4,25.18,25.13,-0.069060627
1985/1/7,25.56,25.5,-0.064756697
1985/1/8,25.48,25.46,-0.065092287
1985/1/9,25.43,25.37,-0.065211125
1985/1/10,25.76,25.64,-0.059905466
1985/1/11,25.77,25.61,-0.060763781
1985/1/14,26.12,26.14,-0.055490724
1985/1/15,25.91,25.75,-0.059289036
1985/1/16,25.62,25.41,-0.065199709
1985/1/17,25.69,25.49,-0.064889149
1985/1/18,25.68,25.48,-0.063891951
1985/1/21,25.97,25.58,-0.056966458
1985/1/22,25.55,25.12,-0.063019587
1985/1/23,25.38,24.94,-0.064593681
1985/1/24,25.28,24.9,-0.066160736
1985/1/25,25.25,24.82,-0.067560634
1985/1/28,25.23,24.77,-0.066282336
1985/1/29,25.38,24.95,-0.063264433
1985/1/30,25.67,25.07,-0.055659419
1985/1/31,26.41,25.55,-0.037774857
1985/2/1,26.74,25.88,-0.03087179
1985/2/4,26.52,25.85,-0.020471276
1985/2/5,26.78,25.85,-0.011206156
1985/2/6,27.07,25.93,-0.00542078
1985/2/7,27.21,26.15,-0.01242949
1985/2/8,27.59,26.29,-0.004852503
1985/2/11,28.04,26.6,-0.001546084
1985/2/12,27.36,25.79,-0.014209715
1985/2/13,27.82,26.17,-0.00573795
1985/2/14,27.8,26.08,-0.002337016
1985/2/15,27.8,26.44,0.001094926
1985/2/19,27.29,26.23,-0.010999363
1985/2/20,27.18,26.2,-0.017229953
1985/2/21,27.14,26.18,-0.016177004
1985/2/22,26.76,25.83,-0.019671922
1985/2/25,26.44,25.58,-0.027525396
1985/2/26,26.79,25.91,-0.023506692
1985/2/27,26.69,25.65,-0.023900535
1985/2/28,26.73,25.54,-0.021707361
1985/3/1,27.2,25.98,-0.008067622
1985/3/4,27.74,26.6,-0.001874655
1985/3/5,27.55,26.58,-0.005638233
1985/3/6,27.77,26.78,0.005825317
1985/3/7,28.08,27.1,0.009696571
1985/3/8,27.74,26.62,0.005673013
1985/3/11,27.57,26.46,0.012788395
1985/3/12,27.92,26.67,0.015840358
1985/3/13,28.06,26.74,0.017045721
1985/3/14,28.19,26.91,0.016645282
1985/3/15,28.32,26.99,0.021856896
1985/3/18,28.85,27.43,0.029909464
1985/3/19,28.8,27.3,0.025622654
1985/3/20,28.98,27.01,0.024982288
1985/3/25,28.09,27.07,0.012230039
1985/3/26,28.45,27.51,0.022718507
1985/3/27,28.16,27.4,0.018912763
1985/3/28,28.25,27.49,0.02142765
1985/3/29,28.29,27.36,0.026751311
1985/4/1,28.72,27.74,0.031347982
1985/4/2,28.85,27.97,0.033634556
1985/4/3,28.82,27.93,0.036120457
1985/4/4,28.9,28.01,0.045924495
1985/4/8,29.09,28.38,0.047935994
1985/4/9,29.05,28.38,0.054397531
1985/4/10,29.24,28.4,0.056889999
1985/4/11,28.94,27.79,0.061306038
1985/4/12,28.68,27.42,0.051038967
1985/4/15,29.14,27.73,0.058631148
1985/4/16,29.04,27.59,0.058676145
1985/4/17,28.95,27.15,0.052730547
1985/4/18,29.02,27.23,0.05428783
1985/4/19,29.31,27.3,0.049710235
1985/4/22,28.49,27.27,0.043915216
1985/4/23,28.32,27.07,0.047088584
1985/4/24,27.93,26.9,0.0397011
1985/4/25,27.87,26.9,0.038937545
1985/4/26,27.94,27.03,0.038325862
1985/4/29,27.66,26.8,0.041832541
1985/4/30,27.63,26.78,0.044484436
1985/5/1,27.33,26.5,0.040440285
1985/5/2,27.36,26.47,0.042314316
1985/5/3,27.29,26.49,0.042077529
1985/5/6,27.19,26.41,0.037338658
1985/5/7,27.31,26.41,0.037167366
1985/5/8,27.17,26.33,0.026698734
1985/5/9,27.58,26.62,0.02762999
1985/5/10,27.38,26.38,0.024972896
1985/5/13,27.59,26.58,0.028291153
1985/5/14,27.66,26.55,0.028049659
1985/5/15,27.79,26.44,0.026416854
1985/5/16,27.93,26.42,0.02628035
1985/5/17,27.8,26.39,0.019163159
1985/5/20,26.99,26.3,0.019751542
1985/5/21,27.14,26.38,0.015806121
1985/5/22,27.1,26.37,0.016661704
1985/5/23,27.6,26.64,0.018647631
1985/5/24,27.7,26.85,0.023681478
1985/5/28,27.57,26.76,0.022135475
1985/5/29,27.64,26.78,0.023568396
1985/5/30,27.92,26.93,0.033791008
1985/5/31,27.84,26.91,0.036768691
1985/6/3,27.48,26.44,0.025549315
1985/6/4,27.47,26.32,0.02977129
1985/6/5,27.02,25.65,0.024464452
1985/6/6,27.08,25.9,0.018009513
1985/6/7,26.92,25.67,0.005193419
1985/6/10,26.81,25.38,0.003741837
1985/6/11,26.95,25.43,0.002748197
1985/6/12,27.01,25.59,-0.001444707
1985/6/13,27.41,25.83,0.012700984
1985/6/14,27.29,25.49,0.013413696
1985/6/17,27.23,25.28,0.009024626
1985/6/18,27.22,25.3,0.007726718
1985/6/19,27.3,25.55,0.006248949
1985/6/20,27.2,25.58,0.003366019
1985/6/24,26.89,25.53,-0.008635005
1985/6/25,26.75,25.44,-0.008838861
1985/6/26,26.94,25.75,-0.001126993
1985/6/27,27.09,25.93,0.000320749
1985/6/28,26.87,25.78,-0.010222924
1985/7/1,26.68,25.4,-0.011564738
1985/7/2,26.94,25.55,-0.008777148
1985/7/3,26.91,25.56,-0.007202395
1985/7/8,26.99,25.5,-0.011903572
1985/7/9,27.45,25.9,-0.008150118
1985/7/10,27.55,25.96,-0.005949333
1985/7/11,27.37,25.73,-0.010038311
1985/7/12,27.11,25.45,-0.019882874
1985/7/15,27.31,25.51,-0.016690691
1985/7/16,27.37,25.45,-0.016043543
1985/7/17,27.48,25.49,-0.004871818
1985/7/18,27.49,25.58,0.001107289
1985/7/19,27.4,25.55,-0.005199307
1985/7/22,27.7,25.68,0.001728069
1985/7/23,27.16,25.58,0.000159932
1985/7/24,27.34,25.87,0.001750869
1985/7/25,27.31,26,0.000159053
1985/7/26,27.3,26.2,0.000477509
1985/7/29,27.36,26.27,0.004627837
1985/7/30,27.34,26.2,0.00704623
1985/7/31,27.12,25.66,0.003537405
1985/8/1,27.19,25.8,0.002563162
1985/8/2,27.31,25.9,0.008186906
1985/8/5,27.33,26.08,0.008829059
1985/8/6,27.26,26.09,0.012279978
1985/8/7,27.27,26.16,0.012931197
1985/8/8,27.31,26.21,0.013239742
1985/8/9,27.37,26.27,0.015506396
1985/8/12,27.58,26.57,0.018825861
1985/8/13,27.61,26.58,0.020615548
1985/8/14,27.73,26.75,0.017741818
1985/8/15,28.06,27.11,0.026812875
1985/8/16,28.03,27.02,0.023068121
1985/8/19,27.51,26.58,0.015426065
1985/8/20,27.73,26.78,0.020688419
1985/8/21,27.88,26.94,0.023359956
1985/8/22,27.97,27.01,0.025253076
1985/8/23,27.95,27.02,0.026426064
1985/8/26,28.1,27.25,0.027431529
1985/8/27,28.08,27.24,0.027286974
1985/8/28,28.1,27.24,0.023172099
1985/8/29,27.94,27.02,0.017282112
1985/8/30,28.08,27.15,0.020910994
1985/9/3,28.28,27.36,0.023668832
1985/9/4,28.27,27.22,0.021089455
1985/9/5,27.97,26.72,0.016778769
1985/9/6,27.75,26.46,0.021001537
1985/9/9,27.64,26.06,0.021252154
1985/9/10,27.89,26.35,0.036361145
1985/9/11,27.88,26.26,0.031993005
1985/9/12,28.04,26.6,0.038352141
1985/9/13,28.01,26.37,0.042821491
1985/9/16,27.92,26.23,0.040569054
1985/9/17,28.08,26.5,0.040326818
1985/9/18,28.1,26.51,0.036581914
1985/9/19,28.2,26.68,0.043879273
1985/9/20,28.72,27.01,0.055407366
1985/9/23,28.05,26.69,0.044812344
1985/9/24,28.23,26.85,0.043319974
1985/9/25,28.42,26.96,0.045723533
1985/9/26,28.9,27.42,0.053847028
1985/9/27,28.93,27.53,0.055831327
1985/9/30,29.08,27.7,0.052817169
1985/10/1,29.03,27.61,0.049044519
1985/10/2,29.26,27.83,0.054991409
1985/10/3,29.31,27.8,0.062182102
1985/10/4,29,27.38,0.055007093
1985/10/7,29.16,27.37,0.05722667
1985/10/8,29.27,27.47,0.059882542
1985/10/9,28.98,27.17,0.048798617
1985/10/10,28.66,26.74,0.042971498
1985/10/11,28.73,26.89,0.04789584
1985/10/14,29.06,27.32,0.057607823
1985/10/15,29.35,27.61,0.060897647
1985/10/16,29.36,27.5,0.062068265
1985/10/17,29.55,27.65,0.06418765
1985/10/18,29.52,27.5,0.062215813
1985/10/21,29.05,27.2,0.055755232
1985/10/22,28.78,26.93,0.04949577
1985/10/23,29.33,27.18,0.059411523
1985/10/24,29.59,27.39,0.058348536
1985/10/25,29.65,27.48,0.05705135
1985/10/28,30.17,27.87,0.061274019
1985/10/29,30.22,27.98,0.060834387
1985/10/30,30.12,27.75,0.060553676
1985/10/31,30.38,27.92,0.073331117
1985/11/1,30.39,27.91,0.071110994
1985/11/4,30.19,27.72,0.066563349
1985/11/5,29.96,27.46,0.060234222
1985/11/6,30.34,27.84,0.065541497
1985/11/7,30.39,28.03,0.06509296
1985/11/8,30.45,28.1,0.065120276
1985/11/11,30.69,28.36,0.067536816
1985/11/12,30.82,28.37,0.06444108
1985/11/13,31.04,28.42,0.067366736
1985/11/14,31.35,28.64,0.068913759
1985/11/15,30.97,28.23,0.057811688
1985/11/18,30.93,28.19,0.058694575
1985/11/19,31.31,28.58,0.071128091
1985/11/20,31.72,28.85,0.073522606
1985/11/21,30.82,28.54,0.058435043
1985/11/22,30.91,28.71,0.058574421
1985/11/25,31.01,28.89,0.059816422
1985/11/26,30.74,28.49,0.052337357
1985/11/27,29.75,27.5,0.038279867
1985/12/2,29.75,27.73,0.038279867
1985/12/3,29.06,27.08,0.031610265
1985/12/4,28.64,26.65,0.02320318
1985/12/5,28.88,26.91,0.023481096
1985/12/6,28.74,26.97,0.023598643
1985/12/9,27.51,25.97,0.012654137
1985/12/10,25.23,24.47,-0.020672589
1985/12/11,26.78,24.72,0.011836161
1985/12/12,27.25,24.95,0.014585887
1985/12/13,27.37,24.78,0.017980076
1985/12/16,27.27,24.57,0.010803501
1985/12/17,26.42,23.7,0.000822683
1985/12/18,26.53,24.14,0.004938959
1985/12/23,25.57,23.74,-0.015515146
1985/12/26,26.22,24.26,-0.00477704
1985/12/27,26.89,24.65,0.003404977
1985/12/30,26.66,24.39,-0.005664439
1985/12/31,26.3,23.95,-0.006392825
1986/1/2,25.56,23.21,-0.021383441
