Date,CL1,CL4,OIL
1990/10/29,34.68,30.68,0.206027648
1990/10/30,34.54,30.55,0.199069699
1990/10/31,35.23,31.16,0.206270266
1990/11/1,35.17,31.05,0.194376061
1990/11/2,34,30.2,0.160780824
1990/11/5,31.96,29.2,0.120432632
1990/11/6,32.63,28.91,0.111871992
1990/11/7,35.31,30.41,0.12122383
1990/11/8,35.53,31.47,0.153524658
1990/11/9,33.89,30.11,0.13948969
1990/11/12,31.87,28.94,0.104400997
1990/11/13,33.12,29.62,0.10897591
1990/11/14,31.16,28.72,0.088251089
1990/11/15,31.12,28.98,0.087864042
1990/11/16,29.78,28.19,0.056951521
1990/11/19,31.5,28.74,0.067912962
1990/11/20,28.91,26.71,0.022031363
1990/11/21,29.63,27.11,0.031452438
1990/11/23,31.9,28.61,0.05554827
1990/11/26,32.95,29.33,0.047004094
1990/11/27,32.86,29.47,0.060605335
1990/11/28,33.28,29.88,0.097628341
1990/11/29,32.91,29.42,0.09786781
1990/11/30,28.85,27.92,0.059780544
1990/12/3,29.15,26.71,0.05555119
1990/12/4,30.66,27.96,0.069931643
1990/12/5,27.29,25.39,-0.002855124
1990/12/6,26.4,24.54,-0.026328939
1990/12/7,26.58,24.67,-0.043053129
1990/12/10,26.9,24.95,-0.016940186
1990/12/11,26.41,24.41,-0.038828788
1990/12/12,25.35,23.35,-0.043954902
1990/12/13,26.42,24.03,-0.032454654
1990/12/14,26.55,23.91,-0.035327962
1990/12/17,27.05,24.33,-0.032918018
1990/12/18,27.86,24.81,-0.034738123
1990/12/19,27.86,25.18,-0.040740314
1990/12/20,26.39,23.83,-0.065415965
1990/12/21,25.92,23.56,-0.079823054
1990/12/24,25.92,23.56,-0.078426607
1990/12/26,27.22,24.35,-0.077662872
1990/12/27,27.01,24.34,-0.093520223
1990/12/28,27.57,24.98,-0.092826751
1990/12/31,28.44,25.8,-0.092489675
1991/1/2,26.49,24.3,-0.125921304
1991/1/3,25.48,23.56,-0.130359019
1991/1/4,24.9,23.03,-0.120996551
1991/1/7,27.65,24.53,-0.085160851
1991/1/8,27.17,24.71,-0.086262866
1991/1/9,27.26,24.97,-0.0964637
1991/1/10,27.71,24.77,-0.100810654
1991/1/11,27.29,24.36,-0.119695359
1991/1/14,30.78,25.86,-0.049046658
1991/1/15,30.07,25.96,-0.075749599
1991/1/16,32,26.35,-0.041269289
1991/1/17,21.44,19.83,-0.197048996
1991/1/18,19.25,18.63,-0.25489633
1991/1/21,21.3,19.42,-0.191710725
1991/1/22,24.18,20.37,-0.130692838
1991/1/23,22.04,19.75,-0.143502186
1991/1/24,21.71,19.32,-0.105349336
1991/1/25,21.35,19.16,-0.090392707
1991/1/28,20.96,19.06,-0.127932815
1991/1/29,21.85,19.65,-0.139691807
1991/1/30,20.97,19,-0.147339375
1991/1/31,21.54,19.38,-0.153609656
1991/2/1,21.34,19.15,-0.155816799
1991/2/4,21.14,19.09,-0.168492466
1991/2/5,20.66,18.79,-0.176931287
1991/2/6,21.49,19.12,-0.147770527
1991/2/7,21.22,18.71,-0.138637472
1991/2/8,21.92,18.89,-0.120207542
1991/2/11,22.47,19.39,-0.131413348
1991/2/12,22.93,19.51,-0.137492688
1991/2/13,22.56,19.05,-0.12537166
1991/2/14,22.32,18.91,-0.112804337
1991/2/15,20.88,17.6,-0.15185456
1991/2/19,20.07,17.48,-0.155637063
1991/2/20,20.48,18.07,-0.150768429
1991/2/21,18.5,17.38,-0.182923347
1991/2/22,17.91,17.35,-0.205391178
1991/2/25,17.94,17.37,-0.172851449
1991/2/26,18.37,17.7,-0.169020361
1991/2/27,18.86,18.05,-0.180976169
1991/2/28,19.16,18.24,-0.184916558
1991/3/1,19.38,18.67,-0.182026363
1991/3/4,20.25,19.3,-0.168955566
1991/3/5,20.43,19.39,-0.158374302
1991/3/6,19.73,19.02,-0.150788329
1991/3/7,19.42,18.64,-0.138424662
1991/3/8,19.31,18.6,-0.160754893
1991/3/11,18.99,18.25,-0.126137736
1991/3/12,19.68,18.86,-0.095849464
1991/3/13,20.45,19.35,-0.081475837
1991/3/14,20.27,19.1,-0.090216801
1991/3/15,20.01,18.7,-0.086320691
1991/3/18,19.76,18.37,-0.072499945
1991/3/19,20.61,19.1,-0.066675779
1991/3/20,20.38,19.22,-0.069375396
1991/3/21,20.49,19.34,-0.074600151
1991/3/22,20.1,19.16,-0.091430707
1991/3/25,19.62,18.79,-0.108356723
1991/3/26,19.76,19,-0.081337102
1991/3/27,19.41,18.92,-0.084149751
1991/3/28,19.63,19.29,-0.079254987
1991/4/1,19.29,19.09,-0.101166738
1991/4/2,19.7,19.44,-0.091854348
1991/4/3,19.47,19.25,-0.108226483
1991/4/4,19.98,19.57,-0.111024222
1991/4/5,19.96,19.36,-0.085445737
1991/4/8,20.31,19.58,-0.064465363
1991/4/9,20.26,19.64,-0.055654497
1991/4/10,21.05,20.19,-0.066445448
1991/4/11,20.89,19.94,-0.072934305
1991/4/12,21.48,20.25,-0.065384265
1991/4/15,21.91,20.7,-0.053283629
1991/4/16,21.64,20.59,-0.051420028
1991/4/17,21.71,20.65,-0.075968697
1991/4/18,21.08,20.28,-0.090434082
1991/4/19,21.13,20.52,-0.095881122
1991/4/22,21.62,20.8,0.037532975
1991/4/23,20.88,20.37,0.049517639
1991/4/24,20.94,20.4,0.032727452
1991/4/25,21.15,20.57,0.016319343
1991/4/26,21.28,20.64,0.032404524
1991/4/29,21.26,20.62,0.041556138
1991/4/30,20.96,20.42,0.038995774
1991/5/1,21.25,20.65,0.047236038
1991/5/2,21.17,20.56,0.032358303
1991/5/3,21.37,20.77,0.051050921
1991/5/6,21.68,21.04,0.048705505
1991/5/7,21.63,21,0.052887741
1991/5/8,21.78,21.31,0.057251947
1991/5/9,21.93,21.56,0.067111852
1991/5/10,21.27,21.14,0.046279602
1991/5/13,20.91,20.97,0.048280245
1991/5/14,20.74,20.91,0.040576794
1991/5/15,20.92,21.14,0.032983871
1991/5/16,20.89,21.35,0.029681171
1991/5/17,21.18,21.45,0.046030976
1991/5/20,21.37,21.46,0.053112993
1991/5/21,21.4,21.28,0.084901106
1991/5/22,20.83,21.14,0.076147842
1991/5/23,21.02,21.22,0.065674559
1991/5/24,21.19,21.34,0.086081185
1991/5/28,21.33,21.41,0.089691376
1991/5/29,21.11,21.25,0.084688415
1991/5/30,21.32,21.56,0.080813934
1991/5/31,21.13,21.36,0.068422291
1991/6/3,21.13,21.34,0.063874663
1991/6/4,21.02,21.2,0.051488394
1991/6/5,20.47,20.78,0.025560534
1991/6/6,20.33,20.7,0.02055957
1991/6/7,20.28,20.63,0.027857438
1991/6/10,19.84,20.31,0.02709576
1991/6/11,19.96,20.42,0.030647593
1991/6/12,20.05,20.54,0.040851508
1991/6/13,19.71,20.31,0.019144936
1991/6/14,19.67,20.27,0.007123391
1991/6/17,19.94,20.34,0.018691787
1991/6/18,20.13,20.22,0.032002168
1991/6/19,19.99,20.01,0.036703638
1991/6/20,20.15,20.22,0.023241683
1991/6/21,20.23,20.28,0.022242499
1991/6/24,19.98,20.11,0.014139014
1991/6/25,20.05,20.22,0.019718872
1991/6/26,20.08,20.2,0.028836928
1991/6/27,20.48,20.52,0.032576351
1991/6/28,20.56,20.52,0.036101978
1991/7/1,20.76,20.61,0.031895122
1991/7/2,20.82,20.63,0.037674797
1991/7/3,20.67,20.47,0.026644216
1991/7/5,20.89,20.57,0.035507706
1991/7/8,21.24,20.84,0.035563687
1991/7/9,21.29,20.95,0.041270308
1991/7/10,21.43,21.14,0.039209484
1991/7/11,21.29,20.95,0.035034178
1991/7/12,21.72,21.27,0.031723502
1991/7/15,21.47,21.1,0.03210689
1991/7/16,21.65,21.19,0.029032873
1991/7/17,22.14,21.59,0.029207271
1991/7/18,21.94,21.47,0.027580277
1991/7/19,22.16,21.81,0.0306497
1991/7/22,21.72,21.63,0.02979187
1991/7/23,21.32,21.09,0.016609844
1991/7/24,21.52,21.26,0.014778932
1991/7/25,21.46,21.11,0.022638689
1991/7/26,21.48,21.12,0.02240411
1991/7/29,21.35,21.1,0.016163588
1991/7/30,21.42,21.28,0.016109774
1991/7/31,21.68,21.43,0.021770617
1991/8/1,21.27,21.06,0.017711752
1991/8/2,21.32,21.12,0.013867144
1991/8/5,21.47,21.23,0.018808934
1991/8/6,21.37,21.12,0.012368026
1991/8/7,21.36,21.13,0.006555513
1991/8/8,21.58,21.2,0.011832146
1991/8/9,21.62,21.24,0.00627224
1991/8/12,21.69,21.34,0.002610795
1991/8/13,21.58,21.32,0.008946457
1991/8/14,21.27,21.25,0.006169059
1991/8/15,21.44,21.37,0.010870748
1991/8/16,21.3,21.22,0.00327462
1991/8/19,22.47,22.14,0.022205193
1991/8/20,22.27,22.11,0.016292921
1991/8/21,21.55,21.24,0.001817557
1991/8/22,21.72,21.4,0.008888197
1991/8/23,21.81,21.44,0.013550683
1991/8/26,21.97,21.59,0.015084677
1991/8/27,21.98,21.65,0.012833273
1991/8/28,21.74,21.47,0.006642872
1991/8/29,21.97,21.64,0.014471123
1991/8/30,22.26,21.85,0.013876403
1991/9/3,22.24,21.82,0.017533535
1991/9/4,21.81,21.51,0.00946125
1991/9/5,21.69,21.45,0.009923691
1991/9/6,21.57,21.41,0.016204602
1991/9/9,21.33,21.19,0.01302051
1991/9/10,21.41,21.24,0.016117439
1991/9/11,21.64,21.4,0.027547333
1991/9/12,21.53,21.28,0.022988292
1991/9/13,21.68,21.41,0.023458839
1991/9/16,21.82,21.49,0.031144823
1991/9/17,21.62,21.31,0.028001941
1991/9/18,21.84,21.49,0.030901685
1991/9/19,21.76,21.42,0.03187774
1991/9/20,21.97,21.52,0.040582968
1991/9/23,22.07,21.55,0.038021182
1991/9/24,22.19,21.73,0.039089352
1991/9/25,22.21,21.74,0.043136488
1991/9/26,22.21,21.71,0.040767407
1991/9/27,22.32,21.81,0.043342821
1991/9/30,22.23,21.78,0.034762106
1991/10/1,22.22,21.8,0.034566698
1991/10/2,22.33,21.9,0.034810731
1991/10/3,22.67,22.17,0.040952292
1991/10/4,22.61,22.09,0.04318272
1991/10/7,22.98,22.39,0.048115733
1991/10/8,22.99,22.4,0.042641257
1991/10/9,23.16,22.5,0.043554528
1991/10/10,22.98,22.38,0.036245041
1991/10/11,23.09,22.5,0.042239906
1991/10/14,23.46,22.75,0.042560518
1991/10/15,23.86,22.97,0.053387984
1991/10/16,23.67,22.88,0.048067301
1991/10/17,23.93,23.06,0.044690056
1991/10/18,24.14,23.24,0.050905221
1991/10/21,24.04,23.32,0.042278798
1991/10/22,23.48,23.17,0.035641573
1991/10/23,23.26,22.54,0.042533131
1991/10/24,23.49,22.71,0.043319757
1991/10/25,23.12,22.38,0.039499596
1991/10/28,23.21,22.5,0.040981227
1991/10/29,23.11,22.44,0.03951749
1991/10/30,23.11,22.43,0.035828322
1991/10/31,23.37,22.61,0.037636541
1991/11/1,23.82,22.92,0.05348339
1991/11/4,23.8,22.9,0.051883043
1991/11/5,23.78,22.95,0.049261856
1991/11/6,23.4,22.79,0.044521944
1991/11/7,23.2,22.57,0.040588488
1991/11/8,23.01,22.39,0.035580758
1991/11/11,22.58,21.98,0.026569425
1991/11/12,22.5,21.89,0.022988103
1991/11/13,22.35,21.71,0.020490327
1991/11/14,22.52,21.86,0.025209452
1991/11/15,22.79,22.14,0.027939803
1991/11/18,22.4,21.78,0.023502639
1991/11/19,22,21.61,-0.002754936
1991/11/20,22.22,21.65,0.002155312
1991/11/21,21.78,21.27,0.010903363
1991/11/22,21.21,20.78,-0.003873105
1991/11/25,21.42,20.91,-0.000405315
1991/11/26,21.02,20.58,-0.011619931
1991/11/27,21.35,20.91,-0.006060021
1991/11/29,21.48,20.97,0.000202233
1991/12/2,21.08,20.68,-0.01138665
1991/12/3,20.51,20.21,-0.027485781
1991/12/4,20.76,20.43,-0.021627397
1991/12/5,20.39,20.09,-0.023223185
1991/12/6,20.04,19.87,-0.029529579
1991/12/9,19.42,19.39,-0.042367442
1991/12/10,19.41,19.47,-0.038105421
1991/12/11,19.51,19.59,-0.036897243
1991/12/12,19.96,19.87,-0.030253236
1991/12/13,20.05,19.89,-0.025857247
1991/12/16,19.76,19.61,-0.034829727
1991/12/17,19.45,19.37,-0.04331681
1991/12/18,19.39,19.31,-0.041005641
1991/12/19,19.13,19.15,-0.050521445
1991/12/20,18.52,18.71,-0.063178484
1991/12/23,18.78,18.95,-0.059146679
1991/12/24,18.97,19.16,-0.055379944
1991/12/26,18.5,18.7,-0.069887998
1991/12/27,18.76,18.82,-0.064026706
1991/12/30,18.65,18.75,-0.065980987
1991/12/31,19.12,19.23,-0.057167778
1992/1/2,19.49,19.49,-0.048246036
1992/1/3,19.23,19.24,-0.054477209
1992/1/6,19.21,19.21,-0.05691675
1992/1/7,18.69,18.72,-0.074156392
1992/1/8,17.87,18.1,-0.092071163
1992/1/9,17.86,18.16,-0.098172639
1992/1/10,18.23,18.59,-0.08946135
1992/1/13,18.79,19.02,-0.078255738
1992/1/14,18.47,18.76,-0.083393187
1992/1/15,18.85,19.12,-0.076871164
1992/1/16,18.91,19.1,-0.080289872
1992/1/17,19.16,19.29,-0.07876549
1992/1/20,18.89,19.13,-0.083224062
1992/1/21,18.47,18.87,-0.096392408
1992/1/22,18.94,19.15,-0.088856149
1992/1/23,18.72,18.85,-0.095422702
1992/1/24,19,19.13,-0.086172433
1992/1/27,19.36,19.46,-0.066048559
1992/1/28,19.17,19.29,-0.073595021
1992/1/29,18.89,19.13,-0.073628124
1992/1/30,18.94,19.18,-0.074802543
1992/1/31,18.9,19.16,-0.074561048
1992/2/3,18.96,19.27,-0.072990941
1992/2/4,19.27,19.55,-0.069418848
1992/2/5,19.5,19.71,-0.070180002
1992/2/6,19.5,19.64,-0.069800871
1992/2/7,19.87,19.84,-0.062584823
1992/2/10,19.78,19.85,-0.061518038
1992/2/11,19.28,19.5,-0.06842453
1992/2/12,19.27,19.48,-0.065172379
1992/2/13,19.68,19.89,-0.048002594
1992/2/14,19.46,19.75,-0.051102926
1992/2/18,18.12,18.59,-0.07850163
1992/2/19,18.41,19.01,-0.074596369
1992/2/20,18.54,19.02,-0.077067887
1992/2/21,18.66,18.91,-0.067146236
1992/2/24,18.43,18.79,-0.069129432
1992/2/25,18.48,18.87,-0.068755934
1992/2/26,18.46,18.91,-0.061535793
1992/2/27,18.75,19.12,-0.044644271
1992/2/28,18.68,19.06,-0.048977161
1992/3/2,18.34,18.74,-0.050046039
1992/3/3,18.64,18.95,-0.049908125
1992/3/4,18.63,18.96,-0.051385576
1992/3/5,18.55,18.9,-0.04720662
1992/3/6,18.51,18.85,-0.038159895
1992/3/9,18.67,19.05,-0.039124049
1992/3/10,18.69,19.11,-0.031370635
1992/3/11,18.5,18.95,-0.031026139
1992/3/12,18.83,19.21,-0.012727489
1992/3/13,19.18,19.48,-0.006517349
1992/3/16,19.15,19.39,-0.009865658
1992/3/17,19.24,19.41,-0.013992799
1992/3/18,19.07,19.28,-0.01828409
1992/3/19,19.29,19.52,-0.007145366
1992/3/20,18.9,19.23,-0.010667817
1992/3/23,19.13,19.26,-0.004067304
1992/3/24,19.22,19.38,0.001584605
1992/3/25,19.19,19.41,0.011001187
1992/3/26,19.28,19.51,0.007497815
1992/3/27,19.16,19.4,0
1992/3/30,19.25,19.47,0.012589127
1992/3/31,19.44,19.62,0.014076641
1992/4/1,19.84,19.84,0.024540396
1992/4/2,19.8,19.74,0.012685906
1992/4/3,20.29,20.19,0.017470208
1992/4/6,20.45,20.4,0.026488245
1992/4/7,20.23,20.22,0.022468518
1992/4/8,20.62,20.5,0.041982817
1992/4/9,20.31,20.24,0.050031349
1992/4/10,20.44,20.39,0.051365047
1992/4/13,20.22,20.24,0.036501761
1992/4/14,19.86,19.9,0.018768732
1992/4/15,19.87,20.03,0.024965033
1992/4/16,20.21,20.38,0.024078426
1992/4/20,20.24,20.42,0.025177141
1992/4/21,20.25,20.44,0.0210928
1992/4/22,20.11,20.13,0.021697101
1992/4/23,20.11,20.14,0.02764017
1992/4/24,20.22,20.23,0.023612373
1992/4/27,20.29,20.31,0.031970692
1992/4/28,20.41,20.42,0.028128035
1992/4/29,20.77,20.76,0.028293661
1992/4/30,20.85,20.82,0.033773832
1992/5/1,20.85,20.78,0.037391089
1992/5/4,21.12,20.99,0.041845311
1992/5/5,20.8,20.76,0.03566783
1992/5/6,20.77,20.82,0.032554782
1992/5/7,20.71,20.78,0.025033337
1992/5/8,20.86,20.88,0.02462768
1992/5/11,21,21.07,0.029077811
1992/5/12,20.96,21.04,0.02384961
1992/5/13,20.76,20.89,0.019466838
1992/5/14,20.55,20.7,0.022777215
1992/5/15,20.69,20.89,0.026171538
1992/5/18,20.52,20.81,0.013542573
1992/5/19,20.12,20.49,0.008060876
1992/5/20,20.4,20.47,0.040350778
1992/5/21,20.9,20.98,0.041164169
1992/5/22,20.94,21,0.041766165
1992/5/26,22,21.94,0.065731152
1992/5/27,21.92,21.87,0.06691377
1992/5/28,21.95,21.87,0.065662624
1992/5/29,22.11,21.96,0.067897214
1992/6/1,22.03,21.93,0.061526609
1992/6/2,22.11,22,0.064465846
1992/6/3,22.43,22.18,0.078059687
1992/6/4,22.48,22.17,0.074187093
1992/6/5,22.62,22.26,0.076654268
1992/6/8,22.44,22.16,0.074561048
1992/6/9,22.32,22.07,0.073382836
1992/6/10,22.51,22.28,0.072480515
1992/6/11,22.35,22.1,0.06801684
1992/6/12,22.3,22.1,0.070695649
1992/6/15,22.36,22.2,0.065944434
1992/6/16,22.3,22.19,0.058715911
1992/6/17,22.29,22.18,0.060532259
1992/6/18,22.26,22.2,0.059499625
1992/6/19,22.26,22.26,0.06241813
1992/6/22,22.48,22.32,0.061316494
1992/6/23,22.59,22.33,0.069936947
1992/6/24,22.89,22.53,0.07498951
1992/6/25,22.58,22.24,0.066370165
1992/6/26,22.44,22.12,0.062997317
1992/6/29,22.24,21.95,0.056877514
1992/6/30,21.6,21.48,0.046652021
1992/7/1,21.86,21.64,0.050284206
1992/7/2,22.1,21.84,0.051693271
1992/7/6,21.89,21.66,0.042704094
1992/7/7,21.4,21.28,0.035066625
1992/7/8,21.41,21.33,0.025480348
1992/7/9,21.4,21.37,0.020783606
1992/7/10,21.28,21.19,0.022190472
1992/7/13,21.36,21.24,0.017847387
1992/7/14,21.46,21.27,0.025419209
1992/7/15,21.71,21.48,0.027242598
1992/7/16,21.79,21.55,0.032046722
1992/7/17,21.58,21.38,0.035198364
1992/7/20,21.79,21.49,0.036576281
1992/7/21,21.78,21.37,0.028853696
1992/7/22,21.84,21.5,0.029196896
1992/7/23,21.96,21.63,0.031151444
1992/7/24,21.98,21.68,0.038183913
1992/7/27,22.04,21.74,0.039152124
1992/7/28,22.05,21.74,0.037412711
1992/7/29,22,21.68,0.034712757
1992/7/30,21.83,21.54,0.028997998
1992/7/31,21.87,21.61,0.022621434
1992/8/3,21.58,21.33,0.015570715
1992/8/4,21.35,21.13,0.011752336
1992/8/5,21.18,20.99,0.003913517
1992/8/6,21.42,21.2,0.013592117
1992/8/7,21.22,21.03,0.008264654
1992/8/10,21.03,20.84,0.005193729
1992/8/11,20.91,20.77,0.000623538
1992/8/12,21.08,20.9,0.000206071
1992/8/13,21.34,21.14,0.00614868
1992/8/14,21.28,21.07,0.008033184
1992/8/17,21.45,21.2,0.015456951
1992/8/18,21.47,21.14,0.011893604
1992/8/19,21.37,21.01,0.011532442
1992/8/20,21.44,21.11,0.019682823
1992/8/21,21.08,20.88,0.012752764
1992/8/24,21.54,21.25,0.011440215
1992/8/25,21.15,20.93,0.003091077
1992/8/26,21.21,20.95,-0.014695955
1992/8/27,21.13,20.89,-0.014949286
1992/8/28,21.31,21.05,-0.011265333
1992/8/31,21.48,21.2,-0.009598059
1992/9/1,21.64,21.3,-0.005781375
1992/9/2,21.69,21.33,-0.006163129
1992/9/3,21.67,21.28,-0.01010263
1992/9/4,21.77,21.36,-0.007907264
1992/9/8,21.96,21.53,-0.005892824
1992/9/9,21.99,21.58,-0.003344527
1992/9/10,21.93,21.58,-0.002763701
1992/9/11,22.01,21.6,-0.005295144
1992/9/14,22.31,21.91,0.004107297
1992/9/15,22.18,21.78,0.001569268
1992/9/16,22.39,21.89,0.003701119
1992/9/17,22.3,21.75,0.002147561
1992/9/18,21.98,21.53,-0.003933854
1992/9/21,21.92,21.52,-0.005512425
1992/9/22,21.88,21.6,-0.007477842
1992/9/23,22,21.69,-0.006271509
1992/9/24,21.79,21.54,-0.010631493
1992/9/25,21.68,21.41,-0.016701914
1992/9/28,21.76,21.46,-0.009475892
1992/9/29,21.67,21.42,-0.008926211
1992/9/30,21.71,21.46,-0.004774701
1992/10/1,21.83,21.56,0.007019459
1992/10/2,21.92,21.63,0.005583293
1992/10/5,21.77,21.5,-0.001394205
1992/10/6,21.81,21.55,0.002997213
1992/10/7,21.89,21.62,0.012274138
1992/10/8,21.99,21.69,0.013234374
1992/10/9,22.37,22.05,0.019861462
1992/10/12,22.3,21.98,0.022173906
1992/10/13,22.09,21.78,0.017041203
1992/10/14,22.08,21.79,0.016231579
1992/10/15,22.33,22.01,0.016854446
1992/10/16,22.28,21.95,0.014467912
1992/10/19,22.14,21.85,0.015169916
1992/10/20,21.86,21.83,0.007413742
1992/10/21,21.61,21.33,0.004850245
1992/10/22,21.35,21.1,-0.003040581
1992/10/23,21.19,21,-0.008925563
1992/10/26,21.27,21.07,-0.008291788
1992/10/27,21.02,20.89,-0.014626828
1992/10/28,21.12,20.94,-0.012565626
1992/10/29,20.71,20.66,-0.019879179
1992/10/30,20.62,20.59,-0.018957038
1992/11/2,20.77,20.67,-0.01721827
1992/11/3,20.7,20.62,-0.01302051
1992/11/4,20.33,20.39,-0.016762118
1992/11/5,20.64,20.69,-0.007302746
1992/11/6,20.3,20.41,-0.018839823
1992/11/9,20.62,20.7,-0.008550612
1992/11/10,20.47,20.57,-0.007779872
1992/11/11,20.47,20.55,-0.006318654
1992/11/12,20.21,20.35,-0.014579973
1992/11/13,20.08,20.16,-0.022341274
1992/11/16,20.37,20.38,-0.014673507
1992/11/17,20.26,20.3,-0.01969642
1992/11/18,20.19,20.2,-0.019968664
1992/11/19,20.54,20.51,-0.009825613
1992/11/20,20.4,20.54,-0.014858066
1992/11/23,20.2,20.22,-0.014379125
1992/11/24,20.22,20.21,-0.021577783
1992/11/25,20.27,20.22,-0.01391548
1992/11/30,19.89,19.88,-0.022549244
1992/12/1,19.51,19.61,-0.029681171
1992/12/2,19.45,19.54,-0.034332495
1992/12/3,19.08,19.3,-0.045757491
1992/12/4,18.94,19.18,-0.050999629
1992/12/7,19.18,19.36,-0.046142253
1992/12/8,18.84,19.11,-0.052890725
1992/12/9,18.84,19.14,-0.05452035
1992/12/10,19.28,19.5,-0.047937
1992/12/11,19.09,19.37,-0.053245512
1992/12/14,19.09,19.35,-0.053245512
1992/12/15,18.95,19.26,-0.056844537
1992/12/16,19.41,19.68,-0.052616842
1992/12/17,19.7,20.05,-0.043591649
1992/12/18,19.83,20.03,-0.042923047
1992/12/21,19.98,20.11,-0.036863777
1992/12/22,19.84,20.01,-0.035502362
1992/12/23,19.95,20.07,-0.032899367
1992/12/28,19.82,19.95,-0.037350101
1992/12/29,19.64,19.83,-0.043118069
1992/12/30,19.59,19.84,-0.041211263
1992/12/31,19.5,19.74,-0.040582056
1993/1/4,19.04,19.36,-0.051962774
1993/1/5,19.26,19.57,-0.046163184
1993/1/6,19.04,19.42,-0.051962774
1993/1/7,18.95,19.35,-0.056039542
1993/1/8,18.88,19.3,-0.059054529
1993/1/11,18.78,19.19,-0.058742872
1993/1/12,18.38,18.88,-0.069101767
1993/1/13,18.5,19.03,-0.067683961
1993/1/14,18.7,19.12,-0.064417945
1993/1/15,18.87,19.29,-0.067636694
1993/1/18,18.87,19.25,-0.066255788
1993/1/19,18.58,18.97,-0.069012166
1993/1/20,18.33,18.84,-0.075094765
1993/1/21,18.33,19.07,-0.079457578
1993/1/22,18.83,19.2,-0.066584205
1993/1/25,19.66,19.87,-0.045867928
1993/1/26,19.64,19.85,-0.045912252
1993/1/27,19.66,19.89,-0.035407342
1993/1/28,20.41,20.51,-0.014439451
1993/1/29,20.26,20.39,-0.015579854
1993/2/1,20.31,20.38,-0.015954612
1993/2/2,20,20.1,-0.018908444
1993/2/3,19.93,20.02,-0.021469379
1993/2/4,20.3,20.34,-0.007634279
1993/2/5,20.21,20.23,-0.008090033
1993/2/8,20.08,20.11,-0.012576768
1993/2/9,20.05,20.07,-0.012174284
1993/2/10,20.18,20.19,-0.004496064
1993/2/11,20.26,20.26,-0.00912105
1993/2/12,19.98,20,-0.009247521
1993/2/16,19.53,19.59,-0.025268102
1993/2/17,19.33,19.49,-0.027002438
1993/2/18,19.42,19.72,-0.024562601
1993/2/19,19.62,19.99,-0.015865411
1993/2/22,20.02,20.38,-0.003026455
1993/2/23,20.48,20.53,0.002125773
1993/2/24,20.53,20.6,0.004892911
1993/2/25,20.61,20.66,0.008726622
1993/2/26,20.6,20.68,0.00190156
1993/3/1,20.6,20.68,0.001266781
1993/3/2,20.47,20.62,0.005336691
1993/3/3,20.48,20.65,0.005763639
1993/3/4,21.07,21.14,0.017883384
1993/3/5,20.93,20.95,0.022352848
1993/3/8,20.71,20.83,0.023702505
1993/3/9,20.68,20.81,0.024625975
1993/3/10,20.39,20.53,0.023859917
1993/3/11,20.13,20.33,0.020995172
1993/3/12,20.29,20.51,0.020376694
1993/3/15,20.16,20.42,0.023229841
1993/3/16,20.13,20.38,0.021901841
1993/3/17,20.17,20.4,0.014671287
1993/3/18,20.29,20.53,0.020152426
1993/3/19,20.08,20.35,0.016082739
1993/3/22,19.52,19.93,0.005823531
1993/3/23,20.03,20.23,0.007655855
1993/3/24,20.24,20.38,0.004096131
1993/3/25,20.41,20.54,0.008162055
1993/3/26,20.41,20.55,0.006430934
1993/3/29,20.29,20.49,0.006034958
1993/3/30,20.28,20.56,0.004520578
1993/3/31,20.44,20.74,0.010537991
1993/4/1,20.52,20.79,0.014854642
1993/4/2,20.65,20.9,0.017378388
1993/4/5,20.62,20.89,0.018941513
1993/4/6,20.3,20.63,0.020590685
1993/4/7,20.37,20.67,0.017400203
1993/4/8,20.22,20.54,0.017531926
1993/4/12,20.46,20.8,0.02422466
1993/4/13,20.46,20.78,0.02534832
1993/4/14,20.4,20.75,0.026555193
1993/4/15,20.22,20.63,0.029779161
1993/4/16,20.14,20.6,0.024620678
1993/4/19,19.99,20.52,0.019324906
1993/4/20,19.84,20.56,0.01220944
1993/4/21,20.37,20.69,0.024560295
1993/4/22,20.15,20.53,0.02620772
1993/4/23,20.34,20.7,0.03327005
1993/4/26,20.3,20.7,0.027145345
1993/4/27,20.18,20.62,0.021619933
1993/4/28,20.19,20.63,0.006938452
1993/4/29,20.58,20.9,0.015684859
1993/4/30,20.53,20.84,0.013754166
1993/5/3,20.57,20.86,0.001268631
1993/5/4,20.39,20.72,0
1993/5/5,20.46,20.82,0.00170145
1993/5/6,20.47,20.79,0.007921785
1993/5/7,20.44,20.77,0.009016818
1993/5/10,20.44,20.74,0.002129943
1993/5/11,20.34,20.68,0.002355066
1993/5/12,20.2,20.59,0.001939299
1993/5/13,19.78,20.23,-0.006321085
1993/5/14,19.48,20.09,-0.015547366
1993/5/17,19.51,20.15,-0.016382172
1993/5/18,19.34,20,-0.014573526
1993/5/19,19.15,19.99,-0.009865658
1993/5/20,19.54,20.18,0.00111272
1993/5/21,19.88,20.23,0.003509469
1993/5/24,19.72,20.14,-0.005905884
1993/5/25,19.9,20.27,-0.010351103
1993/5/26,19.89,20.26,-0.013754166
1993/5/27,20.06,20.4,-0.011536292
1993/5/28,20.02,20.36,-0.013666244
1993/6/1,20.24,20.54,-0.009340026
1993/6/2,20.03,20.34,-0.013869585
