Date,"MA(1,9)","MA(1,12)","MA(2,9)","MA(2,12)","MA(3,9)","MA(3,12)",MOM(9),MOM(12),"VOL(1,9)","VOL(1,12)","VOL(2,9)","VOL(2,12)","VOL(3,9)",PCAtech
1990/1/31,1,0,0,0,0,0,0,0,1,1,1,1,1,-0.987494362665
1990/2/1,1,0,1,0,0,0,0,0,1,1,1,1,1,-0.38843045967
1990/2/2,1,1,1,0,1,0,1,0,1,1,1,1,1,1.35537096942
1990/2/5,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/2/6,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
1990/2/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/2/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/2/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/2/12,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
1990/2/13,0,1,0,1,1,1,1,1,1,1,1,1,1,1.86526505965
1990/2/14,1,1,0,1,0,1,1,1,1,1,1,1,1,1.85627926137
1990/2/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/2/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/2/20,0,0,0,0,0,1,0,0,0,0,1,1,1,-2.03744047481
1990/2/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/2/22,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/2/23,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/2/26,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/2/27,1,1,1,0,0,0,0,0,0,0,0,0,0,-2.46830683683
1990/2/28,1,1,1,1,1,1,0,0,1,1,1,0,0,0.939318058431
1990/3/1,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
1990/3/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/13,0,1,1,1,1,1,1,1,0,1,0,1,0,0.868919317424
1990/3/14,0,1,0,1,1,1,1,1,1,1,0,1,0,0.789676587946
1990/3/15,1,1,1,1,0,1,1,1,1,1,1,1,1,2.45534316437
1990/3/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/20,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/21,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
1990/3/22,0,0,0,0,0,1,0,0,0,0,0,1,1,-2.5827448972
1990/3/23,0,0,0,0,0,0,0,1,0,1,0,0,0,-3.23582440152
1990/3/26,0,0,0,0,0,0,1,0,1,1,0,1,0,-2.09383597099
1990/3/27,1,1,0,1,0,0,1,1,1,1,1,1,0,0.734346894358
1990/3/28,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/3/29,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
1990/3/30,1,0,1,1,1,1,0,1,0,0,1,1,1,0.822291204765
1990/4/2,0,0,1,0,1,0,0,1,0,0,0,0,1,-2.0630157054
1990/4/3,1,1,1,1,1,1,1,1,1,1,0,0,0,1.41672644975
1990/4/4,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.122085728567
1990/4/5,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.122085728567
1990/4/6,0,1,0,1,0,1,1,1,0,0,0,0,0,-1.41104178228
1990/4/9,1,1,0,1,0,1,0,1,0,0,0,0,0,-1.38028864567
1990/4/10,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1990/4/11,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1990/4/12,1,1,1,1,1,1,1,1,1,0,0,0,0,0.873077294352
1990/4/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/4/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/4/18,0,0,1,1,1,1,0,1,0,0,0,0,1,-0.851275460654
1990/4/19,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/23,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/25,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/26,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/4/30,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.73499423281
1990/5/1,0,0,0,0,0,0,0,0,1,1,1,0,1,-2.1157566057
1990/5/2,1,1,1,0,1,0,0,0,1,1,1,1,1,0.808000005108
1990/5/3,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/5/4,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/5/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/10,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/24,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/25,0,0,1,1,1,1,0,1,1,1,1,1,1,1.30763743276
1990/5/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/30,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/5/31,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/6/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/6/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/6/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/6/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/6/7,1,1,1,1,1,1,1,1,0,0,0,1,1,1.43367831226
1990/6/8,0,0,0,0,0,1,1,1,0,0,0,0,0,-2.64045427491
1990/6/11,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.23210259261
1990/6/12,1,1,1,1,0,0,1,1,0,1,0,0,0,-0.28185294066
1990/6/13,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1990/6/14,0,0,0,1,1,1,0,1,0,0,0,0,0,-1.98062341297
1990/6/15,0,0,0,0,1,0,0,1,1,0,0,0,0,-2.6725424842
1990/6/18,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/6/19,0,0,0,0,0,0,0,0,1,0,1,0,1,-2.6594057611
1990/6/20,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
1990/6/21,0,0,0,0,0,0,1,0,1,1,1,1,1,-1.01824749928
1990/6/22,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
1990/6/25,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.62908879251
1990/6/26,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/6/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/6/28,1,0,0,0,0,0,0,0,1,1,0,1,0,-2.06308283437
1990/6/29,1,1,1,1,1,0,1,0,1,1,1,1,1,1.97546289647
1990/7/2,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/7/3,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/7/5,0,0,1,1,1,1,0,0,1,1,1,1,1,0.832295583358
1990/7/6,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/7/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/10,0,0,1,1,1,1,1,0,1,1,1,1,1,1.37966654767
1990/7/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/13,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/7/20,0,0,0,1,0,1,1,1,0,1,1,1,1,0.149013421357
1990/7/23,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/7/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/7/25,0,0,0,0,0,0,0,0,1,1,0,1,0,-2.64120693529
1990/7/26,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/7/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/7/30,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/7/31,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.09590251291
1990/8/1,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.62908879251
1990/8/2,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/3,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/6,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/7,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/8,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/9,0,0,0,0,0,0,0,0,1,1,1,0,0,-2.64604065501
1990/8/10,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.17922693462
1990/8/13,0,0,0,0,0,0,0,0,1,1,1,0,1,-2.1157566057
1990/8/14,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
1990/8/15,1,0,1,0,1,0,0,0,1,1,1,1,1,0.198679439531
1990/8/16,0,0,0,0,1,0,0,0,1,1,1,1,1,-0.978508564386
1990/8/17,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.62908879251
1990/8/20,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.16102810881
1990/8/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/22,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/23,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/8/28,1,0,1,0,0,0,0,0,0,0,0,0,0,-3.0776274024
1990/8/29,1,0,1,0,1,0,0,0,1,0,0,0,0,-1.97069632969
1990/8/30,0,0,1,0,1,0,0,0,0,0,1,0,0,-2.52333718174
1990/8/31,1,1,1,0,1,1,0,0,1,0,1,0,1,0.305861025293
1990/9/4,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/9/5,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/9/6,0,1,1,1,1,1,1,0,1,1,1,1,1,1.98898711324
1990/9/7,1,1,0,1,1,1,1,1,1,1,1,1,1,2.44338916057
1990/9/10,0,1,1,1,0,1,1,1,1,1,1,1,1,1.87721906344
1990/9/11,0,0,0,1,0,1,0,1,0,0,0,1,1,-1.48731112074
1990/9/12,1,1,0,0,0,0,0,1,1,1,0,0,0,-1.5285585615
1990/9/13,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/14,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/17,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/18,0,0,0,0,0,0,0,0,1,1,0,0,0,-3.1913450774
1990/9/19,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.70951098393
1990/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/25,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/26,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/9/28,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/10/1,1,1,1,0,0,0,0,0,1,0,0,0,0,-1.94848566331
1990/10/2,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
1990/10/3,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
1990/10/4,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/10/5,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/10/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/10/9,0,0,0,1,0,1,1,0,0,1,1,1,1,-0.326328428046
1990/10/10,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/10/11,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/10/12,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/10/15,0,0,0,0,0,0,0,1,1,1,0,0,0,-2.716003228
1990/10/16,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/10/17,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1990/10/18,1,1,0,0,0,0,0,0,1,0,0,0,0,-2.54754956631
1990/10/19,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
1990/10/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/10/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/10/24,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1990/10/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/10/26,0,0,0,1,1,1,1,1,0,1,1,1,1,0.736123320559
1990/10/29,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.23210259261
1990/10/30,0,0,0,0,0,0,1,1,0,1,0,0,0,-2.68845343721
1990/10/31,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
1990/11/1,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
1990/11/2,1,1,1,1,0,0,0,1,1,1,1,1,0,0.786039833045
1990/11/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/6,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
1990/11/7,0,0,1,1,1,1,0,0,0,0,1,1,1,-0.231174745561
1990/11/8,0,0,0,0,1,1,1,0,1,1,1,1,1,0.160510717619
1990/11/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/13,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/11/20,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
1990/11/21,0,1,0,1,0,1,1,1,1,1,1,1,1,1.27815516045
1990/11/23,0,0,0,1,0,1,1,1,1,1,1,1,1,0.668834594873
1990/11/26,0,1,0,0,0,0,0,1,1,1,1,1,1,-0.480956048609
1990/11/27,1,1,1,1,0,0,1,1,1,1,1,1,1,1.86369484667
1990/11/28,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
1990/11/29,0,0,1,0,1,1,0,0,0,1,1,1,1,-0.307617517211
1990/11/30,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/7,1,1,1,1,1,1,1,1,0,1,1,1,1,2.52263189005
1990/12/10,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/11,1,1,1,1,1,1,1,1,0,0,0,1,0,0.903394262945
1990/12/12,1,1,1,1,1,1,1,1,1,1,0,1,0,1.96686459186
1990/12/13,1,1,1,1,1,1,1,1,0,0,0,1,0,0.903394262945
1990/12/14,0,1,0,1,1,1,1,1,0,0,0,0,0,-0.823931883082
1990/12/17,0,0,0,0,0,1,0,1,0,0,0,0,0,-3.18782523922
1990/12/18,1,1,0,1,0,0,1,1,0,0,0,0,0,-1.42456599906
1990/12/19,1,1,1,1,1,1,1,1,1,1,1,0,0,1.96203087214
1990/12/20,1,1,1,1,1,1,1,1,0,0,1,0,1,1.42884459254
1990/12/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/24,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/26,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1990/12/27,0,0,1,1,1,1,0,0,1,1,1,1,1,0.832295583358
1990/12/28,0,0,0,0,0,0,1,1,1,1,1,1,1,-0.542905649876
1990/12/31,1,1,0,1,0,0,1,1,1,1,1,1,1,1.26463094368
1991/1/2,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
1991/1/3,0,0,0,0,0,0,0,0,0,0,0,1,1,-3.17439321489
1991/1/4,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/7,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/8,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/9,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/10,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/14,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/15,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/1/16,1,0,0,0,0,0,0,0,1,1,1,0,1,-1.53763250477
1991/1/17,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1991/1/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/24,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/28,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/30,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/1/31,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/13,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/2/20,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
1991/2/21,0,1,0,1,1,1,1,1,0,0,0,1,1,0.256490308345
1991/2/22,0,1,0,1,0,1,1,1,1,1,0,1,1,0.732850738062
1991/2/25,1,1,0,1,0,1,0,1,1,1,1,1,1,1.30890829706
1991/2/26,0,0,0,0,0,0,0,1,1,1,1,1,1,-1.09027661419
1991/2/27,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0971680523141
1991/2/28,1,1,1,1,0,0,1,0,0,1,1,1,1,0.868531823752
1991/3/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/3/4,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
1991/3/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/3/6,1,1,1,1,1,1,1,1,0,0,1,1,1,1.97898273465
1991/3/7,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1991/3/8,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1991/3/11,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1991/3/12,0,0,0,1,1,1,1,1,0,0,0,0,0,-1.43325244866
1991/3/13,1,1,0,1,0,1,1,1,0,0,0,0,0,-0.832917681361
1991/3/14,0,1,1,1,0,1,1,1,0,0,0,0,0,-0.811977879289
1991/3/15,0,1,0,1,0,1,1,1,0,0,0,0,0,-1.41104178228
1991/3/18,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
1991/3/19,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/3/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/3/22,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.73499423281
1991/3/25,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.09590251291
1991/3/26,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/3/27,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/3/28,1,1,1,1,1,1,1,1,0,0,1,1,1,1.97898273465
1991/4/1,1,0,1,1,1,1,0,0,0,0,0,0,0,-1.27877725845
1991/4/2,1,1,1,1,1,1,1,1,1,1,0,0,0,1.41672644975
1991/4/3,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1991/4/4,1,1,1,1,1,1,1,1,0,1,0,0,0,0.896905276238
1991/4/5,0,1,1,1,1,1,1,1,0,0,0,0,0,-0.224867980087
1991/4/8,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
1991/4/9,0,0,0,1,0,1,0,1,0,0,0,0,0,-2.56773331217
1991/4/10,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
1991/4/11,1,1,0,0,0,0,1,1,0,0,0,0,0,-2.04465792611
1991/4/12,1,1,1,1,0,1,1,1,1,1,1,1,0,1.92505911505
1991/4/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/4/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/4/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/4/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/4/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/4/22,0,0,0,1,1,1,1,1,0,0,0,1,1,-0.352830257232
1991/4/23,0,1,0,0,0,1,1,1,1,1,0,1,0,-0.417525238309
1991/4/24,0,1,0,1,0,0,1,1,1,1,1,1,0,0.156222793436
1991/4/25,0,0,0,0,0,0,0,1,0,1,1,1,0,-2.14038183702
1991/4/26,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
1991/4/29,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/4/30,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/5/1,1,0,0,0,0,0,0,0,1,1,1,0,0,-2.06791655409
1991/5/2,1,0,1,0,0,0,0,0,1,1,1,1,1,-0.38843045967
1991/5/3,1,1,1,1,1,0,0,0,1,1,1,1,1,1.42809193216
1991/5/6,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
1991/5/7,0,0,1,0,1,1,0,0,1,1,1,1,1,0.212203656305
1991/5/8,1,0,0,0,1,0,0,0,1,1,1,1,1,-0.400384463464
1991/5/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/5/10,0,0,1,1,1,1,1,0,1,1,1,1,1,1.37966654767
1991/5/13,0,0,0,0,0,1,1,0,1,1,1,1,1,-0.426599181583
1991/5/14,0,0,0,0,0,0,0,0,0,1,1,1,1,-2.0854396371
1991/5/15,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/5/16,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
1991/5/17,0,0,0,0,0,0,0,0,1,1,1,0,0,-2.64604065501
1991/5/20,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.15937284182
1991/5/21,1,1,0,0,0,0,0,0,1,1,1,1,1,-0.378173797089
1991/5/22,1,1,1,1,1,0,0,0,1,1,1,1,1,1.42809193216
1991/5/23,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
1991/5/24,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1991/5/28,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
1991/5/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/5/30,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/5/31,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/6/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/6/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
1991/6/5,1,1,1,1,1,1,1,1,0,1,1,1,1,2.52263189005
1991/6/6,0,1,0,1,1,1,1,1,0,0,0,0,0,-0.823931883082
1991/6/7,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.23210259261
1991/6/10,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
