Date,SPX,VOLUME
2017/9/29,2519.36,533173152
2017/9/28,2510.06,469559328
2017/9/27,2507.04,522364512
2017/9/26,2496.84,471032576
2017/9/25,2496.66,562565184
2017/9/22,2502.22,452975168
2017/9/21,2500.6,464068032
2017/9/20,2508.24,538366592
2017/9/19,2506.65,501443008
2017/9/18,2503.87,517577760
2017/9/15,2500.23,1435549568
2017/9/14,2495.62,533390848
2017/9/13,2498.37,492139264
2017/9/12,2496.48,490923936
2017/9/11,2488.11,515684192
2017/9/8,2461.43,501930912
2017/9/7,2465.1,516386816
2017/9/6,2465.54,539031424
2017/9/5,2457.85,554135360
2017/9/1,2476.55,403108736
2017/8/31,2471.65,645209408
2017/8/30,2457.59,411660384
2017/8/29,2446.3,404549824
2017/8/28,2444.24,424021664
2017/8/25,2443.05,424178880
2017/8/24,2438.97,470044928
2017/8/23,2444.04,429162720
2017/8/22,2452.51,429507296
2017/8/21,2428.37,461494144
2017/8/18,2425.55,604768320
2017/8/17,2430.01,522122272
2017/8/16,2468.11,447838176
2017/8/15,2464.61,440317344
2017/8/14,2465.84,460363456
2017/8/11,2441.32,442234816
2017/8/10,2438.21,544085440
2017/8/9,2474.02,462661152
2017/8/8,2474.92,459725408
2017/8/7,2480.91,451477344
2017/8/4,2476.83,497282496
2017/8/3,2472.16,511922112
2017/8/2,2477.57,549613504
2017/8/1,2476.35,520941056
2017/7/31,2470.3,691834816
2017/7/28,2472.1,505672256
2017/7/27,2475.42,654796160
2017/7/26,2477.83,546161216
2017/7/25,2477.13,649138688
2017/7/24,2469.91,586387584
2017/7/21,2472.54,562308032
2017/7/20,2473.45,510915136
2017/7/19,2473.83,466561984
2017/7/18,2460.61,434709856
2017/7/17,2459.14,436852384
2017/7/14,2459.27,439411168
2017/7/13,2447.83,487474688
2017/7/12,2443.25,492047456
2017/7/11,2425.53,463115296
2017/7/10,2427.43,490786848
2017/7/7,2425.18,458121632
2017/7/6,2409.75,554020288
2017/7/5,2432.54,568417856
2017/7/3,2429.01,340988864
2017/6/30,2423.41,641278784
2017/6/29,2419.7,627587456
2017/6/28,2440.69,510888128
2017/6/27,2419.38,546610368
2017/6/26,2439.07,483460704
2017/6/23,2438.3,1058563840
2017/6/22,2434.5,527670752
2017/6/21,2435.61,530549984
2017/6/20,2437.03,505505504
2017/6/19,2453.46,513416992
2017/6/16,2433.15,1613763200
2017/6/15,2432.46,595104704
2017/6/14,2437.92,611088192
2017/6/13,2440.35,674152896
2017/6/12,2429.39,731444160
2017/6/9,2431.77,755077696
2017/6/8,2433.79,655839936
2017/6/7,2433.14,568594752
2017/6/6,2429.33,530720320
2017/6/5,2436.1,444087680
2017/6/2,2439.07,563766272
2017/6/1,2430.06,574309376
2017/5/31,2411.8,922617920
2017/5/30,2412.91,472129088
2017/5/26,2415.82,399884640
2017/5/25,2415.07,509979648
2017/5/24,2404.39,463387968
2017/5/23,2398.42,466396640
2017/5/22,2394.02,495129440
2017/5/19,2381.73,710908800
2017/5/18,2365.72,603568768
2017/5/17,2357.03,705108864
2017/5/16,2400.67,504811424
2017/5/15,2402.32,511578336
2017/5/12,2390.9,458846240
2017/5/11,2394.44,512932992
2017/5/10,2399.63,493871264
2017/5/9,2396.92,493834304
2017/5/8,2399.38,511529376
2017/5/5,2399.29,477040928
2017/5/4,2389.52,563427392
2017/5/3,2388.13,573168384
2017/5/2,2391.17,590628416
2017/5/1,2388.33,496560352
2017/4/28,2384.2,647741952
2017/4/27,2388.77,561146240
2017/4/26,2387.45,561433280
2017/4/25,2388.61,582878336
2017/4/24,2374.15,589409856
2017/4/21,2348.69,616382784
2017/4/20,2355.84,560586624
2017/4/19,2338.17,507986368
2017/4/18,2342.19,467053408
2017/4/17,2349.01,444402016
2017/4/13,2328.95,471753952
2017/4/12,2344.93,503213824
2017/4/11,2353.78,480921856
2017/4/10,2357.16,432266656
2017/4/7,2355.54,463260800
2017/4/6,2357.49,521533216
2017/4/5,2352.95,555957696
2017/4/4,2360.16,482138592
2017/4/3,2358.84,639247488
2017/3/31,2362.72,619866624
2017/3/30,2368.06,488974624
2017/3/29,2361.13,448709888
2017/3/28,2358.57,513845184
2017/3/27,2341.59,543613888
2017/3/24,2343.98,558691648
2017/3/23,2345.96,517824672
2017/3/22,2348.45,575102656
2017/3/21,2344.02,663260416
2017/3/20,2373.47,491568832
2017/3/17,2378.25,1613420288
2017/3/16,2381.38,503386528
2017/3/15,2385.26,538715712
2017/3/14,2365.45,446149088
2017/3/13,2373.47,471549472
2017/3/10,2372.6,532686368
2017/3/9,2364.87,514692928
2017/3/8,2362.98,546572160
2017/3/7,2368.39,498067968
2017/3/6,2375.31,518955680
2017/3/3,2383.12,491616768
2017/3/2,2381.92,529614144
2017/3/1,2395.96,658417408
2017/2/28,2363.64,769353088
2017/2/27,2369.75,487223840
2017/2/24,2367.34,610653760
2017/2/23,2363.81,552145088
2017/2/22,2362.82,521320128
2017/2/21,2365.38,578577920
2017/2/17,2351.16,666246784
2017/2/16,2347.22,536902976
2017/2/15,2349.25,576083840
2017/2/14,2337.58,547310912
2017/2/13,2328.25,502336864
2017/2/10,2316.1,512915072
2017/2/9,2307.87,536921664
2017/2/8,2294.67,534057824
2017/2/7,2293.08,535870208
2017/2/6,2292.56,514444000
2017/2/3,2297.42,565945728
2017/2/2,2280.85,582252928
2017/2/1,2279.55,614381248
2017/1/31,2278.87,762733760
2017/1/30,2280.9,560540864
2017/1/27,2294.69,517517760
2017/1/26,2296.68,589561856
2017/1/25,2298.37,626509888
2017/1/24,2280.07,571145472
2017/1/23,2265.2,534840416
2017/1/20,2271.31,720417216
2017/1/19,2263.69,511723552
2017/1/18,2271.89,510120256
2017/1/17,2267.89,607413824
2017/1/13,2274.64,486472096
2017/1/12,2270.44,478404064
2017/1/11,2275.32,549467584
2017/1/10,2268.9,596464384
2017/1/9,2268.9,532332864
2017/1/6,2276.98,485214848
2017/1/5,2269,573475776
2017/1/4,2270.75,573172224
2017/1/3,2257.83,649219392
2016/12/30,2238.83,544797760
2016/12/29,2249.26,344968992
2016/12/28,2249.92,381535168
2016/12/27,2268.88,299941120
2016/12/23,2263.79,304600352
2016/12/22,2260.96,480911520
2016/12/21,2265.18,432626048
2016/12/20,2270.76,518207008
2016/12/19,2262.53,503191680
2016/12/16,2258.07,1497525120
2016/12/15,2262.03,653862656
2016/12/14,2253.28,714113344
2016/12/13,2271.72,592540480
2016/12/12,2256.96,631895168
2016/12/9,2259.53,556353856
2016/12/8,2246.19,630279040
2016/12/7,2241.35,710260224
2016/12/6,2212.23,552502592
2016/12/5,2204.71,627944512
2016/12/2,2191.95,593367872
2016/12/1,2191.08,750913728
2016/11/30,2198.81,1060169600
2016/11/29,2204.66,588951872
2016/11/28,2201.72,567041344
2016/11/25,2213.35,262991648
2016/11/23,2204.72,526711808
2016/11/22,2202.94,599368512
2016/11/21,2198.18,578108160
2016/11/18,2181.9,676655488
2016/11/17,2187.12,576173696
2016/11/16,2176.94,580519552
2016/11/15,2180.39,694344960
2016/11/14,2164.2,807422080
2016/11/11,2164.45,745938112
2016/11/10,2167.48,1010327936
2016/11/9,2163.26,1010754304
2016/11/8,2139.56,559758144
2016/11/7,2131.52,612269376
2016/11/4,2085.18,627701120
2016/11/3,2088.66,599409920
2016/11/2,2097.94,654469248
2016/11/1,2111.72,721729792
2016/10/31,2126.15,675902400
2016/10/28,2126.41,646184448
2016/10/27,2133.04,619899264
2016/10/26,2139.43,566869952
2016/10/25,2143.16,535705920
2016/10/24,2151.33,526044352
2016/10/21,2141.16,658777088
2016/10/20,2141.34,578266432
2016/10/19,2144.29,556265600
2016/10/18,2139.6,492689952
2016/10/17,2126.5,485674848
2016/10/14,2132.98,554272896
2016/10/13,2132.55,572529600
2016/10/12,2139.18,463375712
2016/10/11,2136.73,584017408
2016/10/10,2163.66,457736256
2016/10/7,2153.74,625974912
2016/10/6,2160.77,521499520
2016/10/5,2159.73,604384192
2016/10/4,2150.49,569704512
2016/10/3,2161.2,520611104
2016/9/30,2168.27,816814784
2016/9/29,2151.13,627600320
2016/9/28,2171.37,562615232
2016/9/27,2159.93,540297216
2016/9/26,2146.1,527219744
2016/9/23,2164.69,546693440
2016/9/22,2177.18,548107200
2016/9/21,2163.12,593312896
2016/9/20,2139.76,490323872
2016/9/19,2139.12,519131168
2016/9/16,2139.16,1486526848
2016/9/15,2147.26,590921280
2016/9/14,2125.77,621661632
2016/9/13,2127.02,679321024
2016/9/12,2159.04,686449344
2016/9/9,2127.81,742157440
2016/9/8,2181.3,535837216
2016/9/7,2186.16,518807040
2016/9/6,2186.48,583417280
2016/9/2,2179.98,497007424
2016/9/1,2170.86,511280608
2016/8/31,2170.95,664761728
2016/8/30,2176.12,474472896
2016/8/29,2180.38,437755392
2016/8/26,2169.04,498829888
2016/8/25,2172.47,463389440
2016/8/24,2175.44,477227808
2016/8/23,2186.9,471610304
2016/8/22,2182.64,467648128
2016/8/19,2183.87,587731072
2016/8/18,2187.02,519736000
2016/8/17,2182.22,506526016
2016/8/16,2178.15,493458112
2016/8/15,2190.15,452636224
2016/8/12,2184.05,451102272
2016/8/11,2185.79,483575456
2016/8/10,2175.49,449371616
2016/8/9,2181.74,432802336
2016/8/8,2180.89,495554912
2016/8/5,2182.87,577388096
2016/8/4,2164.25,501016000
2016/8/3,2163.79,547067200
2016/8/2,2157.03,625147776
2016/8/1,2170.84,551066560
2016/7/29,2173.6,796477568
2016/7/28,2170.06,570797376
2016/7/27,2166.58,672506752
2016/7/26,2169.18,552977664
2016/7/25,2168.48,544409408
2016/7/22,2175.03,535182624
2016/7/21,2165.17,565301120
2016/7/20,2173.02,506695648
2016/7/19,2163.78,525463328
2016/7/18,2166.89,492298272
2016/7/15,2161.74,653723648
2016/7/14,2163.75,538126272
2016/7/13,2152.43,522404448
2016/7/12,2152.14,611009216
2016/7/11,2137.16,530575168
2016/7/8,2129.9,603899968
2016/7/7,2097.9,553885504
2016/7/6,2099.73,656260672
2016/7/5,2088.55,656770496
2016/7/1,2102.95,560020608
2016/6/30,2098.86,904116096
2016/6/29,2070.77,700682624
2016/6/28,2036.09,727735808
2016/6/27,2000.54,894062528
2016/6/24,2037.41,1417686656
2016/6/23,2113.32,531486240
2016/6/22,2085.45,524383936
2016/6/21,2088.9,541656256
2016/6/20,2083.25,604926912
2016/6/17,2071.22,1309407488
2016/6/16,2077.99,560644736
2016/6/15,2071.5,583906304
2016/6/14,2075.32,587042304
2016/6/13,2079.06,569050816
2016/6/10,2096.07,560316672
2016/6/9,2115.48,494302304
2016/6/8,2119.12,504334528
2016/6/7,2112.13,547234432
2016/6/6,2109.41,539604224
2016/6/3,2099.13,577616768
2016/6/2,2105.26,637598272
2016/6/1,2099.33,574237504
2016/5/31,2096.96,913199936
2016/5/27,2099.06,520205696
2016/5/26,2090.1,487242912
2016/5/25,2090.54,589978688
2016/5/24,2076.06,566247808
2016/5/23,2048.04,530526976
2016/5/20,2052.32,725380864
2016/5/19,2040.04,595418112
2016/5/18,2047.63,564732992
2016/5/17,2047.21,694138688
2016/5/16,2066.66,579641216
2016/5/13,2046.61,575820096
2016/5/12,2064.11,597079552
2016/5/11,2064.46,588437248
2016/5/10,2084.39,526241664
2016/5/9,2058.69,562123392
2016/5/6,2057.14,595556032
2016/5/5,2050.63,606989440
2016/5/4,2051.12,634264320
2016/5/3,2063.37,642409216
2016/5/2,2081.43,608904704
2016/4/29,2065.3,895628992
2016/4/28,2075.81,700338112
2016/4/27,2095.15,686670720
2016/4/26,2091.7,608550464
2016/4/25,2087.79,551214976
2016/4/22,2091.58,712585792
2016/4/21,2091.48,661881152
2016/4/20,2102.4,630234240
2016/4/19,2100.8,606757632
2016/4/18,2094.34,559823936
2016/4/15,2080.73,708648704
2016/4/14,2082.78,573460480
2016/4/13,2082.42,643524672
2016/4/12,2061.72,599364032
2016/4/11,2041.99,597863168
2016/4/8,2047.6,551728320
2016/4/7,2041.91,648415872
2016/4/6,2066.66,595344896
2016/4/5,2045.17,676197056
2016/4/4,2066.13,546680384
2016/4/1,2072.78,666015104
2016/3/31,2059.74,651556864
2016/3/30,2063.95,527219872
2016/3/29,2055.01,590708224
2016/3/28,2037.05,470922944
2016/3/24,2035.94,610855616
2016/3/23,2036.71,551169600
2016/3/22,2049.8,564581888
2016/3/21,2051.6,546117120
2016/3/18,2049.58,1755882112
2016/3/17,2040.59,668462080
2016/3/16,2027.22,625199104
2016/3/15,2015.93,537918144
2016/3/14,2019.64,552448576
2016/3/11,2022.19,651166528
2016/3/10,1989.57,679497152
2016/3/9,1989.26,617763136
2016/3/8,1979.26,716139584
2016/3/7,2001.76,671945728
2016/3/4,1999.99,798710592
2016/3/3,1993.4,676537152
2016/3/2,1986.45,688728960
2016/3/1,1978.35,754116160
2016/2/29,1932.23,865264000
2016/2/26,1948.05,683476544
2016/2/25,1951.7,605223616
2016/2/24,1929.8,671767104
2016/2/23,1921.27,640289664
2016/2/22,1945.5,680678400
2016/2/19,1917.78,879010688
2016/2/18,1917.83,742292224
2016/2/17,1926.82,827137664
2016/2/16,1895.58,854329536
2016/2/12,1864.78,810026560
2016/2/11,1829.08,967843712
2016/2/10,1851.86,772848128
2016/2/9,1852.21,857851712
2016/2/8,1853.44,1030158592
2016/2/5,1880.05,878323648
2016/2/4,1915.45,886268416
2016/2/3,1912.53,936651584
2016/2/2,1903.03,816298560
2016/2/1,1939.38,724321536
2016/1/29,1940.24,1230857984
2016/1/28,1893.36,833137472
2016/1/27,1882.95,813037568
2016/1/26,1903.63,707140736
2016/1/25,1877.08,773700224
2016/1/22,1906.9,821294080
2016/1/21,1868.99,865664320
2016/1/20,1859.33,1092011008
2016/1/19,1881.33,891805760
2016/1/15,1880.33,1206742784
2016/1/14,1921.84,931479040
2016/1/13,1890.28,886396800
2016/1/12,1938.68,768301056
2016/1/11,1923.67,788334720
2016/1/8,1922.03,819684992
2016/1/7,1943.09,876560192
2016/1/6,1990.26,745563264
2016/1/5,2016.71,629042368
2016/1/4,2012.66,817659264
2015/12/31,2043.94,487696736
2015/12/30,2063.36,339059456
2015/12/29,2078.36,389239744
2015/12/28,2056.5,374236032
2015/12/24,2060.99,252714208
2015/12/23,2064.29,553948480
2015/12/22,2038.97,559953152
2015/12/21,2021.15,615865536
2015/12/18,2005.55,1822321920
2015/12/17,2041.89,655534848
2015/12/16,2073.07,690050304
2015/12/15,2043.41,702379904
2015/12/14,2021.94,785086720
2015/12/11,2012.37,729383744
2015/12/10,2052.23,610605888
2015/12/9,2047.62,754895424
2015/12/8,2063.59,677047680
2015/12/7,2077.07,648025216
2015/12/4,2091.69,751361856
2015/12/3,2049.62,761989440
2015/12/2,2079.51,661109504
2015/12/1,2102.63,599103616
2015/11/30,2080.41,830705216
2015/11/27,2090.11,243529344
2015/11/25,2088.87,449950496
2015/11/24,2089.14,615626560
2015/11/23,2086.59,580602624
2015/11/20,2089.17,701089728
2015/11/19,2081.24,557110912
2015/11/18,2083.58,618006848
2015/11/17,2050.44,684883712
2015/11/16,2053.19,615213568
2015/11/13,2023.04,661114496
2015/11/12,2045.97,583695424
2015/11/11,2075,520282624
2015/11/10,2081.72,573263360
2015/11/9,2078.58,675291904
2015/11/6,2099.2,673627648
2015/11/5,2099.93,602367808
2015/11/4,2102.31,630789568
2015/11/3,2109.79,597109248
2015/11/2,2104.05,591491584
2015/10/30,2079.36,802944896
2015/10/29,2089.41,558104768
2015/10/28,2090.35,672605248
2015/10/27,2065.89,671603776
2015/10/26,2071.18,615001472
2015/10/23,2075.15,764446656
2015/10/22,2052.51,801515328
2015/10/21,2018.94,634937600
2015/10/20,2030.77,579182592
2015/10/19,2033.66,607649280
2015/10/16,2033.11,720990848
2015/10/15,2023.86,686490624
2015/10/14,1994.24,640033792
2015/10/13,2003.69,579995008
2015/10/12,2017.46,473699392
2015/10/9,2014.89,631965696
2015/10/8,2013.43,614973760
2015/10/7,1995.83,743747840
2015/10/6,1979.92,687947648
2015/10/5,1987.05,733824256
2015/10/2,1951.36,785596224
2015/10/1,1923.82,687303616
2015/9/30,1920.03,862550144
2015/9/29,1884.09,768309120
2015/9/28,1881.77,811109376
2015/9/25,1931.34,700778880
2015/9/24,1932.24,725975744
2015/9/23,1938.76,514180064
2015/9/22,1942.74,704628608
2015/9/21,1966.97,585108352
2015/9/18,1958.03,1874791168
2015/9/17,1990.2,717577856
2015/9/16,1995.31,606996224
2015/9/15,1978.09,558803072
2015/9/14,1953.03,564066048
2015/9/11,1961.05,599817920
2015/9/10,1952.29,678267456
2015/9/9,1942.04,703961664
2015/9/8,1969.41,704348736
2015/9/4,1921.22,675811648
2015/9/3,1951.13,642895104
2015/9/2,1948.86,745239040
2015/9/1,1913.85,884847040
2015/8/31,1972.18,775156608
2015/8/28,1988.87,730504000
2015/8/27,1987.66,937936192
2015/8/26,1940.51,1047032768
2015/8/25,1867.61,1063062848
2015/8/24,1893.21,1350121472
2015/8/21,1970.89,1077363072
2015/8/20,2035.73,686628352
2015/8/19,2079.61,578300480
2015/8/18,2096.92,453743648
2015/8/17,2102.44,432682560
2015/8/14,2091.54,458014432
2015/8/13,2083.39,524653856
2015/8/12,2086.05,654851200
2015/8/11,2084.07,572683712
2015/8/10,2104.18,545988160
2015/8/7,2077.57,538228032
2015/8/6,2083.56,621613696
2015/8/5,2099.84,586582464
2015/8/4,2093.32,552836992
2015/8/3,2098.04,554008960
2015/7/31,2103.84,651341056
2015/7/30,2108.63,513199040
2015/7/29,2108.57,579763776
2015/7/28,2093.25,620626560
2015/7/27,2067.64,667212992
2015/7/24,2079.65,629186496
2015/7/23,2102.15,593052480
2015/7/22,2114.15,619434368
2015/7/21,2119.21,566156224
2015/7/20,2128.28,509967424
2015/7/17,2126.64,636935424
2015/7/16,2124.29,538689792
2015/7/15,2107.4,547400512
2015/7/14,2108.95,508384000
2015/7/13,2099.6,509909472
2015/7/10,2076.62,495269056
2015/7/9,2051.31,566892224
2015/7/8,2046.68,388666336
2015/7/7,2081.34,639140352
2015/7/6,2068.76,594511232
2015/7/2,2076.78,489734016
2015/7/1,2077.42,536482208
2015/6/30,2063.11,726352256
2015/6/29,2057.64,596336896
2015/6/26,2101.49,939093568
2015/6/25,2102.31,503689792
2015/6/24,2108.58,542556416
2015/6/23,2124.2,458723552
2015/6/22,2122.85,472835104
2015/6/19,2109.99,1262677632
2015/6/18,2121.24,552029248
2015/6/17,2100.44,489365184
2015/6/16,2096.29,423381152
2015/6/15,2084.43,512029184
2015/6/12,2094.11,456747968
2015/6/11,2108.86,548636544
2015/6/10,2105.2,513278144
2015/6/9,2080.15,498462304
2015/6/8,2079.28,494053920
2015/6/5,2092.83,567359104
2015/6/4,2095.84,529531520
2015/6/3,2114.07,474052832
2015/6/2,2109.6,477625184
2015/6/1,2111.73,496321824
2015/5/29,2107.39,768062208
2015/5/28,2120.79,441847488
2015/5/27,2123.48,521363168
2015/5/26,2104.2,565730880
2015/5/22,2126.06,431185120
2015/5/21,2130.82,490181856
2015/5/20,2125.85,519596768
2015/5/19,2127.83,526865184
2015/5/18,2129.2,452532480
2015/5/15,2122.73,615096320
2015/5/14,2121.1,486270432
2015/5/13,2098.48,482084640
2015/5/12,2099.12,479504928
2015/5/11,2105.33,475660096
2015/5/8,2116.1,536169248
2015/5/7,2088,545155584
2015/5/6,2080.15,563782528
2015/5/5,2089.46,546268352
2015/5/4,2114.49,468420992
2015/5/1,2108.29,517351488
2015/4/30,2085.51,696789504
2015/4/29,2106.85,560514752
2015/4/28,2114.76,555166400
2015/4/27,2108.92,601573312
2015/4/24,2117.69,563442048
2015/4/23,2112.93,579433600
2015/4/22,2107.96,532741408
2015/4/21,2097.29,499610688
2015/4/20,2100.4,489427808
2015/4/17,2081.18,671368960
2015/4/16,2104.99,504965120
2015/4/15,2106.63,573306624
2015/4/14,2095.84,459195808
2015/4/13,2092.43,495736640
2015/4/10,2102.06,473559040
2015/4/9,2091.18,483774336
2015/4/8,2081.9,500216192
2015/4/7,2076.33,444401344
2015/4/6,2080.62,610287936
2015/4/2,2066.96,492594688
2015/4/1,2059.69,577114176
2015/3/31,2067.89,671221952
2015/3/30,2086.24,499786176
2015/3/27,2061.02,554212096
2015/3/26,2056.15,629338432
2015/3/25,2061.05,591249664
2015/3/24,2091.5,518017184
2015/3/23,2104.42,505802624
2015/3/20,2108.1,1569085440
2015/3/19,2089.27,538912768
2015/3/18,2099.5,642799488
2015/3/17,2074.28,482915200
2015/3/16,2081.19,549107968
2015/3/13,2053.4,559884480
2015/3/12,2065.95,547397376
2015/3/11,2040.24,547776128
2015/3/10,2044.16,625562688
2015/3/9,2079.43,500131872
2015/3/6,2071.26,663313984
2015/3/5,2101.04,488319360
2015/3/4,2098.53,510419040
2015/3/3,2107.78,505059072
2015/3/2,2117.39,524842816
2015/2/27,2104.5,603843456
2015/2/26,2110.74,511278208
2015/2/25,2113.86,492795808
2015/2/24,2115.48,507302944
2015/2/23,2109.66,503653216
2015/2/20,2110.3,630178304
2015/2/19,2097.45,471760544
2015/2/18,2099.68,466127968
2015/2/17,2100.34,565219584
2015/2/13,2096.99,510418560
2015/2/12,2088.48,577589568
2015/2/11,2068.53,511007616
2015/2/10,2068.59,546738112
2015/2/9,2046.74,513780480
2015/2/6,2055.47,603001728
2015/2/5,2062.52,546894528
2015/2/4,2041.51,650883136
2015/2/3,2050.03,669646400
2015/2/2,2020.85,652420544
2015/1/30,1994.99,919574656
2015/1/29,2021.25,681082880
2015/1/28,2002.16,717223424
2015/1/27,2029.55,602696576
2015/1/26,2057.09,539970176
2015/1/23,2051.82,546891008
2015/1/22,2063.15,653642048
2015/1/21,2032.12,552155584
2015/1/20,2022.55,616621888
2015/1/16,2019.42,742480704
2015/1/15,1992.67,621963008
2015/1/14,2011.27,684866624
2015/1/13,2023.03,624200640
2015/1/12,2028.26,543538944
2015/1/9,2044.81,508986976
2015/1/8,2062.14,614787008
2015/1/7,2025.9,546558976
2015/1/6,2002.61,640380544
2015/1/5,2020.58,621869504
2015/1/2,2058.2,435587744
2014/12/31,2058.9,422132544
2014/12/30,2080.35,315475424
2014/12/29,2090.57,336886208
2014/12/26,2088.77,290110912
2014/12/24,2081.88,229198464
2014/12/23,2082.17,483428768
2014/12/22,2078.54,571130624
2014/12/19,2070.65,1646902272
2014/12/18,2061.23,677713024
2014/12/17,2012.89,671782208
2014/12/16,1972.74,706264960
2014/12/15,1989.63,683460608
2014/12/12,2002.33,671126400
2014/12/11,2035.33,544616384
2014/12/10,2026.14,631221120
2014/12/9,2059.82,545168576
2014/12/8,2060.31,561256448
2014/12/5,2075.37,504616736
2014/12/4,2071.92,505428768
2014/12/3,2074.33,546661120
2014/12/2,2066.55,510403936
2014/12/1,2053.44,564631744
2014/11/28,2067.56,416521408
2014/11/26,2072.83,517876352
2014/11/25,2067.03,597605120
2014/11/24,2069.41,493393984
2014/11/21,2063.5,741511872
2014/11/20,2052.75,467789184
2014/11/19,2048.72,478726752
2014/11/18,2051.8,485794304
2014/11/17,2041.32,495556288
2014/11/14,2039.82,470705056
2014/11/13,2039.33,499429664
2014/11/12,2038.25,485259584
2014/11/11,2039.68,404411296
2014/11/10,2038.26,478569504
2014/11/7,2031.92,525751680
2014/11/6,2031.21,515367744
2014/11/5,2023.57,536628928
2014/11/4,2012.1,543311552
2014/11/3,2017.81,508736448
2014/10/31,2018.05,712729024
2014/10/30,1994.65,524165472
2014/10/29,1982.3,569952512
2014/10/28,1985.05,548310080
2014/10/27,1961.63,491705632
2014/10/24,1964.58,522245824
2014/10/23,1950.82,582502784
2014/10/22,1927.11,655120704
2014/10/21,1941.28,619562176
2014/10/20,1904.01,546459648
2014/10/17,1886.76,821580032
2014/10/16,1862.76,815644928
2014/10/15,1862.49,957773440
2014/10/14,1877.7,717277824
2014/10/13,1874.74,700280192
2014/10/10,1906.13,784976384
2014/10/9,1928.21,629544960
2014/10/8,1968.89,630988928
2014/10/7,1935.1,535635072
2014/10/6,1964.82,451497760
2014/10/3,1967.9,573337856
2014/10/2,1946.17,530950208
2014/10/1,1946.16,612042368
2014/9/30,1972.29,613410880
2014/9/29,1977.8,448843840
2014/9/26,1982.85,482800576
2014/9/25,1965.99,554326976
2014/9/24,1998.3,523858304
2014/9/23,1982.77,535353824
2014/9/22,1994.29,561021440
2014/9/19,2010.4,1578831488
2014/9/18,2011.36,549523328
2014/9/17,2001.57,508634112
2014/9/16,1998.98,490373120
2014/9/15,1984.13,487894016
2014/9/12,1985.54,553889152
2014/9/11,1997.45,420061568
2014/9/10,1995.69,450704896
2014/9/9,1988.44,492285056
2014/9/8,2001.54,472663296
2014/9/5,2007.71,470374464
2014/9/4,1997.65,437703744
2014/9/3,2000.72,408860448
2014/9/2,2002.28,414849152
2014/8/29,2003.37,434091648
2014/8/28,1996.74,327403168
2014/8/27,2000.12,360861728
2014/8/26,2000.02,321244960
2014/8/25,1997.92,347701248
2014/8/22,1988.4,388759008
2014/8/21,1992.37,404517728
2014/8/20,1986.51,387730624
2014/8/19,1981.6,406385920
2014/8/18,1971.74,437281792
2014/8/15,1955.06,608697920
2014/8/14,1955.18,329704736
2014/8/13,1946.72,381970080
2014/8/12,1933.75,361088448
2014/8/11,1936.92,406222624
2014/8/8,1931.59,464022784
2014/8/7,1909.57,482464896
2014/8/6,1920.24,497211520
2014/8/5,1920.21,514760256
2014/8/4,1938.99,478743840
2014/8/1,1925.15,530081184
2014/7/31,1930.67,636984128
2014/7/30,1970.07,501324096
2014/7/29,1969.95,501819168
2014/7/28,1978.91,446608288
2014/7/25,1978.34,429045440
2014/7/24,1987.98,508563520
2014/7/23,1987.01,500128448
2014/7/22,1983.53,442676576
2014/7/21,1973.63,412421888
2014/7/18,1978.22,598989888
2014/7/17,1958.12,570555776
2014/7/16,1981.57,563271424
2014/7/15,1973.28,574597440
2014/7/14,1977.1,413153408
2014/7/11,1967.57,389943168
2014/7/10,1964.68,431707552
2014/7/9,1972.83,424467520
2014/7/8,1963.71,500784960
2014/7/7,1977.65,411961184
2014/7/3,1985.44,372778080
2014/7/2,1974.62,398543776
2014/7/1,1973.32,453395488
2014/6/30,1960.23,543446720
2014/6/27,1960.96,754974656
2014/6/26,1957.22,417090176
2014/6/25,1959.53,469446912
2014/6/24,1949.98,481626688
2014/6/23,1962.61,429726112
2014/6/20,1962.87,1225010560
2014/6/19,1959.48,487951232
2014/6/18,1956.98,450175296
2014/6/17,1941.99,424817824
2014/6/16,1937.78,461743968
2014/6/13,1936.16,454782016
2014/6/12,1930.11,469795936
2014/6/11,1943.89,397056288
2014/6/10,1950.79,412486016
2014/6/9,1951.27,433737152
2014/6/6,1949.44,459428352
2014/6/5,1940.46,439411360
2014/6/4,1927.88,410844640
2014/6/3,1924.24,419737312
2014/6/2,1924.97,383535264
2014/5/30,1923.57,609798400
2014/5/29,1920.03,379231808
2014/5/28,1909.78,421454048
2014/5/27,1911.91,479164000
2014/5/23,1900.53,386249664
2014/5/22,1892.49,398900416
2014/5/21,1888.03,421479296
2014/5/20,1872.83,449739456
2014/5/19,1885.08,444486784
2014/5/16,1877.86,637825152
2014/5/15,1870.85,561061696
2014/5/14,1888.53,437091840
2014/5/13,1897.45,427819552
2014/5/12,1896.65,464325760
2014/5/9,1878.48,488678720
2014/5/8,1875.63,511345760
2014/5/7,1878.21,612165632
2014/5/6,1867.72,490144192
2014/5/5,1884.66,426896864
2014/5/2,1881.14,480716416
2014/5/1,1883.68,482317376
2014/4/30,1883.95,645938432
2014/4/29,1878.33,512177312
2014/4/28,1869.43,666878400
2014/4/25,1863.4,541251200
2014/4/24,1878.61,536761216
2014/4/23,1875.39,496694816
2014/4/22,1879.55,508315648
2014/4/21,1871.89,457800064
2014/4/17,1864.85,686778752
2014/4/16,1862.31,583572672
