Date,CAPE
1911-12-01,13.9
1911-11-01,13.71
1911-10-01,13.04
1911-09-01,12.97
1911-08-01,13.88
1911-07-01,15.06
1911-06-01,15.31
1911-05-01,15.03
1911-04-01,14.73
1911-03-01,14.34
1911-02-01,14.7
1911-01-01,14.02
1910-12-01,13.72
1910-11-01,14.14
1910-10-01,13.9
1910-09-01,12.92
1910-08-01,12.72
1910-07-01,12.32
1910-06-01,12.99
1910-05-01,13.55
1910-04-01,13.54
1910-03-01,14.02
1910-02-01,13.97
1910-01-01,14.52
1909-12-01,14.73
1909-11-01,14.72
1909-10-01,14.97
1909-09-01,15.23
1909-08-01,15.4
1909-07-01,15.21
1909-06-01,15.01
1909-05-01,14.94
1909-04-01,14.62
1909-03-01,14.32
1909-02-01,14.15
1909-01-01,14.75
1908-12-01,14.56
1908-11-01,14.42
1908-10-01,13.67
1908-09-01,13.69
1908-08-01,13.87
1908-07-01,13.33
1908-06-01,13.03
1908-05-01,13.06
1908-04-01,12.43
1908-03-01,11.97
1908-02-01,11.54
1908-01-01,11.89
1907-12-01,11.32
1907-11-01,10.58
1907-10-01,10.83
1907-09-01,12.31
1907-08-01,12.5
1907-07-01,13.57
1907-06-01,13.13
1907-05-01,13.78
1907-04-01,14.66
1907-03-01,14.68
1907-02-01,16.19
1907-01-01,17.19
1906-12-01,17.64
1906-11-01,18.12
1906-10-01,18.08
1906-09-01,19.18
1906-08-01,18.94
1906-07-01,18.17
1906-06-01,18.16
1906-05-01,18.04
1906-04-01,18.85
1906-03-01,19.23
1906-02-01,19.84
1906-01-01,20.1
1905-12-01,19.55
1905-11-01,19.43
1905-10-01,19.87
1905-09-01,19.72
1905-08-01,19.56
1905-07-01,19.18
1905-06-01,18.71
1905-05-01,18.6
1905-04-01,19.47
1905-03-01,19.82
1905-02-01,19.14
1905-01-01,18.44
1904-12-01,18.14
1904-11-01,18.05
1904-10-01,17.61
1904-09-01,16.72
1904-08-01,16.29
1904-07-01,16.01
1904-06-01,15.45
1904-05-01,15.5
1904-04-01,15.54
1904-03-01,15.07
1904-02-01,15.0
1904-01-01,15.84
1903-12-01,16.02
1903-11-01,15.38
1903-10-01,15.24
1903-09-01,15.63
1903-08-01,16.28
1903-07-01,16.9
1903-06-01,17.79
1903-05-01,18.93
1903-04-01,18.96
1903-03-01,19.87
1903-02-01,20.08
1903-01-01,20.29
1902-12-01,19.61
1902-11-01,20.38
1902-10-01,20.58
1902-09-01,22.83
1902-08-01,23.13
1902-07-01,22.36
1902-06-01,21.94
1902-05-01,22.39
1902-04-01,22.8
1902-03-01,22.37
1902-02-01,22.41
1902-01-01,22.3
1901-12-01,21.65
1901-11-01,22.33
1901-10-01,22.22
1901-09-01,22.56
1901-08-01,23.03
1901-07-01,23.11
1901-06-01,25.18
1901-05-01,23.01
1901-04-01,24.36
1901-03-01,22.32
1901-02-01,21.65
1901-01-01,20.94
1900-12-01,20.72
1900-11-01,19.38
1900-10-01,18.07
1900-09-01,17.32
1900-08-01,18.04
1900-07-01,17.67
1900-06-01,17.96
1900-05-01,18.38
1900-04-01,18.91
1900-03-01,18.75
1900-02-01,18.68
1900-01-01,18.63
