Date,realCorr_0.05,realCorr_0.1,realCorr_0.15,realCorr_0.2,realCorr_0.25,realCorr_0.3
2000-01-03,0.225425831279,0.200690919471,0.0982351854916,0.0982351854916,0.107230138037,0.0944652140599
2000-01-04,0.223021067892,0.199251927198,0.0977610419851,0.0977610419851,0.107237608987,0.0936191508382
2000-01-05,0.225073400092,0.200056656148,0.0959177778127,0.0959177778127,0.103895789223,0.0927730875065
2000-01-06,0.225088763233,0.198898128929,0.09527249413,0.09527249413,0.103484598739,0.0919270241748
2000-01-07,0.225104126488,0.197739601823,0.0946272105535,0.0946272105535,0.103073408364,0.0910809609531
2000-01-10,0.227921684179,0.197001772354,0.0937252167659,0.0937252167659,0.102034225892,0.0902348976214
2000-01-11,0.230483803482,0.197385803553,0.0921386626984,0.0921386626984,0.0993203981161,0.0893888342897
2000-01-12,0.23075351545,0.196928439366,0.091065528947,0.091065528947,0.0978625544259,0.088542771068
2000-01-13,0.232934656521,0.195349214395,0.0906769553693,0.0906769553693,0.0980793559317,0.0876967077363
2000-01-14,0.234350572099,0.195312547844,0.0893471114068,0.0893471114068,0.0959935201447,0.0868506444046
2000-01-18,0.228379478345,0.193172392653,0.0893008180752,0.0893008180752,0.0970476444104,0.0860045811829
2000-01-19,0.226993199373,0.192715028351,0.0882276842176,0.0882276842176,0.0955898006123,0.0851585178512
2000-01-20,0.229555318675,0.193099059551,0.0866411301501,0.0866411301501,0.0928759728364,0.0843124545195
2000-01-21,0.229060894714,0.192361230082,0.0857391363625,0.0857391363625,0.0918367903643,0.0834663911878
2000-01-24,0.221307180614,0.188958981638,0.0864629733458,0.0864629733458,0.0947748905967,0.0826203279661
2000-01-25,0.220048620836,0.187940687002,0.0857321196282,0.0857321196282,0.0941543694506,0.0817742646344
2000-01-26,0.216752002324,0.186782159782,0.0850868359456,0.0850868359456,0.0937431789675,0.0809282013027
2000-01-27,0.216767365579,0.185623632676,0.0844415523691,0.0844415523691,0.0933319885922,0.080082138081
2000-01-28,0.214490321272,0.183623709955,0.0843096888964,0.0843096888964,0.094176782087,0.0792360747493
2000-01-31,0.211831209057,0.18148355465,0.0842633954587,0.0842633954587,0.0952309062447,0.0783900114176
2000-02-01,0.233891332298,0.248486305036,0.100705603645,0.0758992188838,0.0939708947515,0.0771876243445
2000-02-02,0.232534308989,0.24862611221,0.100052918365,0.0747800346044,0.0925173261409,0.0763398707681
2000-02-03,0.228573461607,0.245051043692,0.0990671113685,0.0749494036298,0.0933417352775,0.0754921171917
2000-02-04,0.227735896563,0.244177703063,0.0983235748083,0.0741816430787,0.0925094334334,0.0746443637256
2000-02-07,0.234312860062,0.245330658153,0.0977617409063,0.0727110351708,0.0904345981645,0.0737966101492
2000-02-08,0.23100378536,0.243781885467,0.0969576366646,0.072177556939,0.0900164739844,0.0729488565728
2000-02-09,0.233547598193,0.242908544725,0.0962141000077,0.0714097962882,0.0891841720322,0.0721011029964
2000-02-10,0.23830482493,0.245412363817,0.0957734013723,0.0694706236419,0.086280981327,0.0712533495303
2000-02-11,0.236296028942,0.243525875158,0.094939013338,0.0690542866196,0.086069946033,0.0704055959539
2000-02-14,0.233635460274,0.239613090667,0.093922922549,0.0693407968545,0.0871014440558,0.0695578423775
2000-02-15,0.231755712272,0.236375738234,0.0929673994415,0.0693930247701,0.0877187644145,0.0687100889114
2000-02-16,0.230008278685,0.236177829436,0.0922844303696,0.0683909817002,0.08647228469,0.067862335335
2000-02-17,0.227870434818,0.235642204666,0.0915711775052,0.0675060798399,0.0854328938516,0.0670145817586
2000-02-18,0.221438077994,0.231391704317,0.0905248030204,0.0679097313841,0.0866714808687,0.0661668282925
2000-02-22,0.214482996261,0.223764044133,0.0891755905141,0.0694847949236,0.0899809566387,0.0653190747161
2000-02-23,0.215078024345,0.225592431168,0.0886743241971,0.0677799045966,0.0874919435975,0.0644713211397
2000-02-24,0.211507587351,0.222355078735,0.0877188010896,0.0678321325122,0.0881092639562,0.0636235676735
2000-02-25,0.214832220742,0.222157169936,0.0870358320177,0.0668300894424,0.0868627842317,0.0627758140972
2000-02-28,0.21399465559,0.221283829194,0.0862922953609,0.0660623287915,0.0860304822795,0.0619280605208
2000-02-29,0.208664410818,0.228222285884,0.0764802251556,0.048686030947,0.0837485581244,0.0610803069444
2000-03-01,0.192636151993,0.203750767959,0.205259958474,0.0622041058741,0.0846131724786,0.0607910605659
2000-03-02,0.193817503651,0.203200519757,0.204698884476,0.0612986531102,0.0835824938006,0.0599549639825
2000-03-03,0.191613049023,0.201202522903,0.202693344087,0.0609391990729,0.0836208895976,0.0591188673991
2000-03-06,0.189756670448,0.199494075888,0.200976697087,0.0604705453938,0.0834454706057,0.0582827709245
2000-03-07,0.188596443663,0.198364728226,0.199837836532,0.0597834921206,0.0828424217177,0.0574466743411
2000-03-08,0.189081643426,0.197235380563,0.198698975978,0.0590964388473,0.0822393728296,0.0566105777577
2000-03-09,0.189218767346,0.195816483279,0.197271222256,0.0585185854229,0.0818501389428,0.055774481283
2000-03-10,0.189703967108,0.194687135616,0.196132361702,0.0578315321496,0.0812470900548,0.0549383846997
